Name,CitationsPerPaper
Rodney T.+Hodgson,13.0
Christina+Trautmann,2.2
Patrick+Palmeri,1.25
Rockhee+Sung,2.0
Marko+Ternick,4.0
Maxime+Clusel,6.666666666666667
Manuel A.+Matías,8.0
Urs+Heine,0.0
Tatsunori+Sakano,3.0
Haruhito+Kato,4.0
Albert+van den Berg,2.5
Cedric R.+Leão,3.0
Fay+Hannon,5.0
Yuichi+Tomizawa,0.0
Mario+Mureddu,0.0
Michael+Povoloskyi,9.0
Matthias+Rief,10.0
Yuttanant+Boonyongmaneerat,4.0
Steven M.+Gorelick,1.0
Jorge F.+Willemsen,5.791666666666667
Eugenio+Ferrari,2.6666666666666665
Avi+Gozolchiani,2.0
Stéphane+Daniele,2.0
Naoki+Kawashima,10.85
Paweł+Krawczyk,11.0
Olle+Björneholm,3.0
J. Andrzej+Domaradzki,12.0
Carmela+Buonavolontà,0.0
Keshav+Shrestha,2.0
Hans J.+Weber,8.0
Antonio+Giorgilli,18.0
Wim R.+Koppers,1.0
Irinel+Chiorescu,3.5
Marek+Hyt'ha,11.0
Talat S.+Rahman,7.965116279069767
Christian+Aponte-Rivera,0.0
Emilio+Torrente-Lujan,19.333333333333332
Wayne W.+Scanlon,8.88888888888889
Giuseppe+Zerbi,2.6666666666666665
Lewis+Larrick,5.5
Adrien+Bussonnière,5.0
Joachim P.+Spatz,0.5
Eoin+Sheridan,0.0
Hylke C.+Donker,0.0
Jorge L.+Nisperuza,5.0
Øystein+Elgarøy,5.0
Graeme E.+Murch,3.0
Michael+Litos,3.0
Sylvia K.+Lewin,2.0
Martin+Hirsch,6.777777777777778
P. Henrik+Alfredsson,1.0
Steven+Prutzer,2.75
Diana+Guenzburger,6.821428571428571
Werner+Wegscheider,5.925
Atsushi+Yabushita,2.0
Verne+Jacobs,12.25
H. Viet+Nguyen,3.0
MICHAEL C.+WEINBERG,1.0
Seiichi+Wakaizumi,4.2
Céline+Charbonneau,1.0
Gordon J.+Aubrecht,3.1333333333333333
Heinz-Dietrich+Doebner,1.0
Desai+Zhang,0.0
Aleksandar+Matic,1.3333333333333333
Sergei B.+Leble,5.0
Ivana+Bochicchio,4.0
Mikhail A.+Osipov,5.666666666666667
Marilyn J.+Stafne,41.0
Utpal+Chattopadhyay,24.53846153846154
Dwi+Prananto,1.0
Dennis+Ikenberry,6.615384615384615
Frédéric+Dubreuil,3.0
Mattias+Christensson,24.0
James W.+Bennett,1.0
Brenno Caetano Troca+Cabella,3.0
Gregory A.+Grieves,2.0
Masashi+Aoki,0.0
Silverio P.+Almeida,31.0
Brice+Calkins,22.5
Maxim+Chernodub,9.0
Daisuke+Saito,5.0
Steven Trent+Manson,33.7
Dror+Kasimov,0.0
Mboyo+Esole,2.0
Mikhail+Panine,0.0
Vladimir S.+Gerdjikov,12.0
Louis C.+Jorritsma,25.333333333333332
Brindaban+Modak,2.0
Jozef+Skakala,0.0
Nathan S.+Williams,22.8
Charles+Rey,18.0
Evgeny V.+Doktorov,3.0
Gintaras K.+Duda,0.0
Ranjan+Modak,7.5
Arkady+Tseytlin,27.5
Paolo+Grigolini,8.347826086956522
Sebastian+Trojanowski,15.0
Kaushik+Balakrishnan,3.0
Fernando+Mellibovsky,6.0
P. S. Anil+Kumar,11.0
Hiroto+Furumochi,3.0
Josef+Kubát,5.0
Jose E.+Wesfreid,12.333333333333334
William A.+Barker,0.6666666666666666
Vu+Thien Binh,0.5
Simone+Anders,5.5
Patrick M.+Odenthal,3.5
Minoru+Soda,7.142857142857143
J. Patrick+Zobel,2.0
Amy E. Stevens+Miller,4.0
Philip+DeBoer,2.0
Harrison+Brown,4.708333333333333
Vadim N.+Kurdyumov,3.0
Hiroshi+Kohno,19.318181818181817
Jen-Chuen+Hsieh,0.0
Alexander+Borisov,7.0
Djordje+Spasojević,16.0
Sergei+Nedelko,67.0
Yuki+Natsume,3.0
Puneet Kumar+Patra,0.75
Achilleas P.+Porfyriadis,7.5
Roberto+Osório,8.833333333333334
Gaetano+Bertoldi,16.2
Nobin+Banerji,0.0
C. William+McCurdy,11.64
Boris W.+Batterman,24.4
Yasuyuki+Maki,1.0
Duane D.+Bruns,9.0
Norihiro+Matsuo,0.0
François+Triozon,22.636363636363637
Hiroki+Mitamura,7.0
Ismo+Koponen,15.666666666666666
Lev P.+Pitaevskii,119.23809523809524
James B. R.+Battat,22.0
Yuliya+Stark,3.6666666666666665
Tobias+Donner,25.0
Winifred M.+Huo,8.923076923076923
Jiro+Kitagawa,3.3333333333333335
Per+Johnsson,62.5
Kazumasa+Togano,8.0
James J.+Boyle,4.0
Jongbeom+Hong,25.0
Emile+Hoskinson,8.666666666666666
Katsutoshi+Fukuda,6.0
Julia M.+Link,0.0
Kirill A.+Bronnikov,5.0
Wolfgang+Mück,1.3333333333333333
Volker+Gräschus,1.5
Juergen+Eckert,6.0
Gabriela I.+González,0.0
Gionata+Luisoni,10.0
Hanoh+Lee,6.166666666666667
Marcus G.+Martin,16.0
Stefan+Link,1.5
Hiroki+Hashiguchi,0.0
Harold+Stiles.,1.0
Akio+Kimura,7.4
Jonathan+Noe,2.0
Mikhail V.+Sazhin,1.5
Paolo+Palmerini,5.0
Aakash+Pushp,4.5
Konstantinos+Zoubos,3.0
Renato+Casagrandi,0.5
Seongjin+Kim,1.75
Surendra K.+Jain,1.0
Louis+Harbour,12.0
James T.+Hugall,2.0
Jorge S.+Díaz,12.833333333333334
Matko+Glunčić,0.5
Derek+Scott,41.0
Luca+Zambelli,4.0
Jacob L.+Roberts,1.0
Martin+Krzywinski,4.0
Robin+Koytcheff,4.0
Yves+Peysson,0.0
Matthew B.+Hastings,20.4
Marek+Góźdz,1.0
James W.+Cederberg,1.0
Alenka+Mertelj,4.0
Gianfranco+Chiarotti,3.0
Harmon+Aronson,22.0
Roland+Bastardis,3.5
Ivan+Capraro,9.0
Yeonsei+Chung,3.0
Magnus+Jändel,6.333333333333333
Antonio+Cardoso,8.6
Ralph+van Gelderen,9.5
Peter N.+Saeta,18.333333333333332
Fabrizio+Tavecchio,4.0
Zinkoo+Yun,2.0
Masao+Ohta,13.0
Alessandra S.+Barbosa,0.0
Christelle+Dupas,2.0
Patrycja+Jaros,6.0
James P.+Buban,10.0
Dario A.+Arena,4.666666666666667
Mirah+Gary,0.0
Vasilis+Niarchos,5.0
Hélio+Chacham,7.916666666666667
Takuei+Ishikawa,6.0
Grunde+Løvoll,19.2
Yukihiro+Ota,4.230769230769231
Ryusuke+Jinno,2.75
Yukio+Morii,28.5
Peter I.+Ravikovitch,7.0
Abraham Moyses+Cohen,11.0
Anushya+Chandran,23.0
Tadashi+Yamada,7.5
Jonas+Fölling,236.5
Manfred A.+Hellberg,0.3333333333333333
Makoto+Tachibana,4.857142857142857
Jason+Diefenbacher,11.0
Hannes+Maier-Flaig,7.0
Mario+Halim,4.0
Martin+Hof,0.0
Eduardo+Fradkin,33.52307692307692
Shirley+Chiang,149.0
James+Downes,14.0
Marek+Franaszek,5.25
Masafumi+Fukuto,9.909090909090908
Alessio+Gizzi,0.5
Pablo+Sisterna,0.0
Alain+Delgado,1.6666666666666667
Muhammad Ajmal+Choudhary,0.5
Ildefonso+Leon-Monzon,1.0
Satoshi+Kokado,2.0
Donald G.+Hare,0.0
Philip B.+Allen,23.517241379310345
Munir+Nayfeh,1.0
Jinshuang+Jin,3.5454545454545454
Stéphane+Zaleski,22.5
Luiz Gustavo+Cançado,2.6666666666666665
Oleg V.+Lebedev,4.0
Natalia+Korsakova,2.5
B. William+Choi,2.0
Timur+Delahaye,10.0
Alexander+Galperin,24.0
Kenji+Koga,9.0
Frederic+Gretsch,4.0
Søren+Fournais,0.0
Patrick+Voss-de Haan,12.0
Shigeru+Wajima,9.0
C. H. Douglas+Clark,0.0
Jorgen+Kjems,7.0
Zorica V.+Djordjevic,8.666666666666666
Matteo+Sandri,7.25
Sorin+Solomon,6.2
Peter V. E.+McClintock,6.0
Jesús+Maza,1.3333333333333333
Klaudia+Kleczkowska,7.0
Hideki+Takeuchi,1.0
Roberta+Camerini,3.0
Wojciech+Wasilewski,17.214285714285715
Cedric+Horvath,18.0
Tommaso+Biancalani,6.125
Dragomir+Davidovic-acute,21.0
Safia+Benkoula,1.0
Johan H.+Mentink,2.5
Douglas+Fay,0.5
Djemoui+Bouzidi,13.0
Jayanta K.+Bhattacharjee,5.104477611940299
Wayne+Maurer,10.0
Alexis+Falicov,24.25
Sambit Bikas+Pal,2.0
Jürgen+Klier,2.5
Leonid+Rybak,5.333333333333333
Asja+Jelic,3.0
Martin M.+Block,5.894736842105263
Maxime+Roger,1.0
Noel T.+Nuhfer,0.0
Mikhail V.+Popov,0.5
Mattias+Palsgaard,1.0
Duncan A.+Morris,5.5
Michael+Pretko,0.0
Keith M.+Glassford,20.142857142857142
Paola+Benassi,1.0
James J.+Huntzicker,1.0
Yuusuke+Yamaguchi,0.0
Charles+Guillaud,10.4
César+Magén,7.0
Brett A.+Sexton,20.0
Volodymyr N.+Bugaev,3.0
Ämin+Baumeler,2.0
Peter+Schattner,10.5
William A.+Blanpied,10.6
Tsou+Sheung Tsun,4.428571428571429
Louis+Yang,5.166666666666667
Javier E.+Satulovsky,16.0
Niayesh+Afshordi,12.518518518518519
Guillaume+Duchateau,2.2
Alix+Cajgfinger,3.0
Francesco+Zonta,0.0
Yaping+Liu,0.0
Martin+von Kurnatowski,0.0
Javad+Komijani,1.0
Stefano+Bonaccorsi,1.0
Fabrizio+Castellano,19.5
Edgar M.+Blokhuis,2.5
Matthias-René+Dachner,7.666666666666667
Hooman+Hassanzadegan,0.0
Dmitry+Smirnov,11.5
Alicia M.+Jackson,5.0
William J. W.+Miller,0.0
Stephane+Goriely,4.0
Caterina+Ducati,0.0
Peter+Zavalij,13.0
Peter A.+Duine,5.0
Koji+Sumino,4.0
Iliya+Todorov,4.0
Gösta W.+Funke,7.0
Yongjoo+Baek,1.5714285714285714
Raimund+Feifel,2.3333333333333335
Petros S.+Ntoahae,0.0
Tomoki+Sueyoshi,7.0
Eduardo+Flamenco,0.0
Graham+Frye,25.96
M. Kamrul+Hassan,4.5
Heiner+Linke,10.3
Hans-Peter+Eckle,2.25
Goran+Gasparovic,6.0
Mariano+López de Haro,1.6666666666666667
Michiko+Yamana,2.0
Claus+Falter,7.071428571428571
Branislav K.+Nikolić,12.783783783783784
Gregory+Sivashinsky,1.0
Ujjwal+Sen,9.266666666666667
Kazuhiro+Maeshima,21.0
Vladimir Z.+Vulović,9.5
Xiaonan+Wu,1.6
Ardian N.+Atmaja,0.0
Clodoaldo+Grotta-Ragazzo,0.0
Nima+Taghavinia,0.0
Jorge+Osorio-Guillén,11.333333333333334
Lewis H.+Nosanow,32.0
Jack R.+Tessman,60.75
Maurizio+Martinelli,0.0
Michiaki+Bunno,0.0
Katsuhiro+Uesugi,1.0
Saburo+Miyake,3.0
Małgorzata M.+Szczȩśniak,0.0
Barry C.+Walker,9.0
Ahmad+Shariati,1.5
Alexandre+Aubry,5.333333333333333
Sheldon L.+Stone,11.0
Elijah+Bogart,0.0
Shinsuke+Fujioka,4.5
Olivier+Verdier,0.0
Achim+von Keudell,5.0
Cristina+Wiecko,3.5
Odd E.+Andersson,18.0
Adán+Ramírez,3.5
Melvin+Eisner,0.0
Mircea+Crisan,3.5
Anoop+Prasad,8.333333333333334
Dino+Osmanovic,0.0
Eldad+Gildener,37.0
Erich A.+Farber,0.0
Ohle+Claussen,0.0
Julia+Yan,0.5
J. Sans+Aguilar,0.0
Masayuki+Oyamada,13.2
Saar+Rahav,11.714285714285714
Sushil+Satija,3.3333333333333335
Takahiro+Misawa,12.333333333333334
Tzu-Chieh+Lin,0.0
Klaus+Schwidtal,6.0
Fabian+Jansen,10.0
Youngman+Kim,4.947368421052632
Nikodem+Szpak,7.0
Edwin R.+Jones,29.5
Keith+Griffiths,7.0
Andrii+Iurov,1.0
Nathan K.+Johnson-McDaniel,7.0
Naoko+Arimitsu,1.0
Guangcun+Shan,19.0
Mikko P.+Haataja,2.5
Andrea+Insinga,0.0
Iván Campos+Silva,15.0
Mitsuyoshi+Saito,2.5
Frank+Weber,0.0
Bruce J.+Gluckman,14.285714285714286
Eamon+McDermott,1.0
Maura+Cesaria,0.0
Mauricio+Girardi,2.0
Yukiko+Umemoto,1.0
Charles Z.+Marshak,0.0
Hisao+Ishii,10.571428571428571
Kurt+Maute,15.0
Flávio S.+Coelho,1.1666666666666667
Koichiro+Umemoto,7.0
Steven+Berkebile,1.0
T. Pal+Majumder,1.0
Emmanuel+Serié,1.0
Matthew P. A.+Fisher,89.03731343283582
Steven+Brawer,2.3333333333333335
Maryse+Maugey,1.0
Lucía+Cabo,12.25
Vincent+Tagliamonti,2.0
Gert+Denninger,7.0
Pintu+Das,1.0
Michiko+Nakayama,3.0
Martin+Ammon,2.0
Douglas A.+Smith,29.0
Pavel+Kalugin,15.0
Claudio+Arenas,1.6666666666666667
Rémi+Dreyfus,3.5714285714285716
Rodrigo G.+Pereira,22.0
Raymond Y.+Chu,0.0
Bernard+Sadoulet,14.0
Jacques+Bonvoisin,9.0
Jafar+Esmaili,4.0
Juergen+Hinze,1.0
Meelan+Choudhari,0.0
Ivan+Collier,7.0
Josef+Humlíček,13.333333333333334
Stefano+Leoni,4.777777777777778
Cory+Hawley,0.0
Ronnie+Hoekstra,1.0
CunLin+Zhang,3.0
James H.+Davis,0.0
Abigail+Hunter,2.0
Peter K. S.+Dunsby,5.909090909090909
Jungang+Huang,1.0
Igor A.+Shovkovy,24.0
Steffen+Schuler,2.0
Natarajan+Chandrasekhar,0.0
Krzysztof+Jachymski,3.7777777777777777
KyeongJae+Cho,3.0
Yosuke+Watanabe,8.0
Hesam+Soltanpanahi,5.6
Rossella+Cosso,0.0
Ikaros I.+Bigi,3.25
Olivier+Louisnard,1.5
Carolina+Mendoza,2.0
Suman+Sarkar,1.0
Hans+Geissel,3.6666666666666665
Nataly Q.+Chen,0.0
Kayhan+Ülker,5.0
Chris W.+Rella,9.5
Evgeni+Popov,7.0
Shahar+Rinott,22.0
Jinho+Yang,1.0
Kjell+Aleklett,9.0
Matthijs P.+De Haas,5.0
Kento+Kokubu,9.0
Masayoshi+Fujihala,1.0
Masa-aki+Hashimoto,4.25
Arvind+Singh,0.0
Frank+Rohmund,11.0
Etienne+Wamba,3.25
William S.+Cooper,6.0
Eugenia+Kumacheva,3.0
Mohini+Rawool-Sullivan,4.5
Hema+Ramachandran,0.8
Benno+Willke,2.0
Ariel+Bruner,2.0
Sébastien+Bize,24.666666666666668
Christian J.+Shultz,4.0
Toshio+Azuma,3.0
Julien+Arlandis,0.0
Krisztián+Kertész,3.5
Sylvain+Prolhac,1.0
Trevis A.+Crane,7.0
Andrea+Atrei,8.0
Amitabha+Bose,6.0
Giovanni+Nisato,3.0
Ramón+Huerta,19.166666666666668
Anders+Odell,0.0
Luzi+Bergamin,4.0
Rogier+van Loo,7.0
Kengo+Deguchi,2.0
Noriyuki+Aizawa,13.666666666666666
Nail L.+Asfandiarov,0.0
Eduardo+Martín-Martínez,9.018181818181818
Jungchul+Kim,2.0
Matthew+Blain,2.0
Alexander+Herbig,0.0
Kathrin+May,1.0
Annica+Black-Schaffer,0.0
Tiago+Debarba,5.666666666666667
Adam P.+Tucker,9.0
Torla Haji+Hassan,0.0
Alexander+Stoffers,3.2
Etsuko+Toyoda,6.0
Manuel A.+Valle Basagoiti,26.0
Mohamed+Fayed,1.0
Keld T.+Lundgaard,10.0
Edson C.+Nogueira,0.0
Raviv+Perahia,8.0
Rudolf+David,13.411764705882353
Gábor+Sárosi,3.0
Ethan+Schonbrun,6.5
Kumiko+Hattori,4.0
Diego+López González,1.5
Paolo+Aschieri,7.0
Emmanuel F.+Penka,27.0
Gabriela+Ochoa,0.0
Boris+Gorshunov,2.3333333333333335
Federico+Demartin,7.0
Charles R.+Yarger,9.0
Yosuke+Akita,0.0
Theo H.+Stoof,4.0
Franklin B.+Shull,13.857142857142858
Ajit Iqbal+Singh,0.0
Jonas+Mureika,5.333333333333333
Rider+Jaimes-Reategui,0.0
Valérie+Potin,0.0
Christoph F.+Uhlemann,0.0
Gerald J.+LAPEYRE,4.0
Neal+Graneau,1.0
Norman A.+De Bruyne,2.0
Kostya+Shundyak,13.166666666666666
Elena+Bykova,2.8
Lucie+Nataf,5.5
Alexandr V.+Avdeenkov,27.0
Eiji+Ohtani,0.0
Michael P.+McCumber,5.0
Kannan N.+Premnath,5.2
Matthias+Mentink,0.0
Joshua J.+Friess,16.0
Miguel+Avalos Borja,3.0
Ioannes+Rigas,3.0
Shambhu+Ghimire,11.8
Christophe+Gatel,1.5
Tomoaki+Niiyama,3.0
Martin+Wieczorek,0.0
Martin+Fürst,69.0
Claudine+Goldbach,1.5
Andrea+Parmeggiani,13.0
Christian D.+Santangelo,4.764705882352941
Alberto+Marmodoro,0.75
Kenji+Ema,4.1875
Rudolph+Larsen,4.0
Amandeep+Kaur,1.4
Patrick J.+Cutler,1.0
Laurent+Ducasse,2.0
Dubravka+Matković Čalogović,1.0
Yusuke+Ohno,12.5
XiaoLei+Hao,5.125
Chunhai+Ji,14.0
E. G. Peter+Rowe,2.75
Jonathan+McKinney,1.0
Martin+Sauzade,2.0
Himadri+Barman,0.0
Evgueni+Bourovski,2.0
Jisuo+Wang,4.25
Marissa+LaMadrid,21.5
Robin+Huang,3.0
Alain+Béliveau,0.0
Jos H. T.+Rohling,2.5
Donald E.+Parks,2.0
Teijo+Lehtinen,86.0
Boris+Toperverg,2.0
Stéphane+Belin,31.5
Alessandro+Tani,7.0
Donald M.+Slager,3.0
Younjung+Jo,0.0
Mikhail A.+Kats,1.5
Nicoletta+Sterpi,20.0
Amritanshu+Palaria,1.0
Cristiano+De Michele,11.333333333333334
Amir+Akbari,0.0
Gustavo+Saracco,18.0
Jorge+Casalderrey-Solana,15.571428571428571
Howard D.+Greyber,0.0
Russell M.+Pitzer,3.0
Willard J.+Fisher,0.75
Lars+Weller,2.0
Dmitry+Gorbunov,13.6
Pavel+Augustinský,7.75
Antonio+Sarmiento G.,1.0
Julie M.+Leiston-Belanger,8.0
Emanuel+Gallo,2.0
Matthew F.+Schmidt,12.0
Sunam+Kim,1.0
Alok K.+Pan,1.5
Norbert F.+Scherer,4.333333333333333
Sergey+Syritsyn,4.5
Kamal Lochan+Panigrahi,0.5
Vanessa S.+Leite,2.5
Yabin+Jin,1.0
Gessler+Hernandez,17.0
Sofie Louise+Kragh,25.0
Santiago+Perez Bergliaffa,25.0
Katja M.+Taute,10.0
Yoshinori+Kitajima,0.0
Jeffrey T.+Paci,7.0
Vivek+Mehrotra,0.0
Fumiko+Kawazoe,3.3333333333333335
Michiko+Inoue,5.0
Sebastian+Krug,0.0
Carlo Alberto+Veracini,1.0
María M.+Valado,5.0
Gösta+Brogren,1.0
Zoran L.+Mišković,2.5
Francesco+Lissandrin,2.0
Werner W.+Schmidt,4.0
Miron+Derchansky,2.0
Dmitry+Reznik,3.0
Steven+Rodan,5.0
K. B. Vijaya+Kumar,0.0
Lucia+Reggiani,20.0
Scott D.+Friedman,3.3333333333333335
Werner M.+Kistler,1.0
Mio+Murao,4.545454545454546
Jacques+Prost,35.23076923076923
Yoav+Bergner,5.0
Martin G.+Zimmermann,14.0
Bruno+Grossmann,13.875
Teresa+Bautista,0.0
Tadayuki+Suzuki,20.0
Rodolfo+Del Sole,22.763157894736842
Rebekka+Burkholz,0.0
Mattia+Colombo,2.5
Hamid+Ebrahimi,0.0
Alexander+Chao,9.0
Peter+Petijevich,7.0
Élie+Raphaël,1.0
Per E. M.+Siegbahn,1.5
Keiji+Doi,0.0
Nestor+Matthews,2.0
Dirk+Fuchs,8.5
Yoshihito+Ito,0.5
Stefano+Lepri,13.5
Shinya+Odori,0.0
Stanley+Engelsberg,6.923076923076923
Abyayananda+Maiti,1.0
Fabrizio+Carbone,4.5
Romain+Parret,0.0
Diana Y.+Qiu,29.75
Flavio+Zamponi,1.0
Franz R.+Aussenegg,15.0
Nicholas B.+Schade,4.0
Tamio+Oguchi,9.935483870967742
Emidio+Gabrielli,6.555555555555555
Tobias+Fredlund,3.0
Jagannathan+Gomatam,0.5
Charles E.+Brient,2.0
Oliver+Seitz,3.0
Christopher J.+Lüscher,3.0
Niels+Strohmaier,57.333333333333336
Frank O.+Schumann,9.0
Antonio+Scotti,11.0
Andreas+Hall,1.5
Philippe F.+Smet,0.5
Ümit+Turgut,2.0
Carlos+Mejía-Monasterio,9.15
Susanne+Hoffmann-Eifert,0.0
Christian+Dietrich,12.0
Carina+Faber,14.333333333333334
Soumyajit+Sarkar,5.571428571428571
Gunter+Gerbeth,11.529411764705882
Alberto C.+de la Torre,0.0
Norbert+Fröhlich,1.0
Dyan L.+McBride,1.0
Dmitry A.+Karpeev,17.0
Michael+Benzaquen,0.25
William E.+Vaughan,1.0
Anatoliy O.+Pinchuk,0.0
Tamás A.+Tóth,13.25
Claudio+Masciovecchio,0.0
Kip+Bishofberger,9.0
Eduardo+Grossi,11.0
Yusuke+Kageyama,0.0
Philip J.+Ryan,9.8
William R.+Stratton,5.0
E. Stefan+Kooij,2.8333333333333335
Joaquin F.+Rodriguez-Nieva,0.0
Ranjana+Prakash,1.3333333333333333
Marco+Nizama,0.0
Luca+Razzari,0.0
Fred P.+Adler,6.0
Sydney+Bloomenthal,2.0
Sangita+Bose,7.6
Nairwita+Mazumder,4.0
Luis Miguel+García,6.333333333333333
Andrzej P.+Kądzielawa,0.0
Mathieu+Fèvre,2.2
Rebecca+Surman,10.25
Pushpa+Khare,2.0
Luis G.+Cabral-Rosetti,0.0
Sergey+Lisenkov,6.285714285714286
Manuel+Valle,0.0
Tohru+Gemma,1.0
Sümeyra+Güler-Kılıç,1.0
Lilach+Goren,5.25
Martin+Hamar,14.5
Christian+Kokail,0.0
Hans-Beat+Bürgi,3.6666666666666665
Agus+Subagyo,0.0
Jungchul+Lee,0.0
Florian+Figge,1.0
Adela+Muñoz-Páez,2.0
Yasuhito+Zohta,3.6666666666666665
Yuu+Takezoe,8.0
Julia A.+Thompson,3.0
Adrian+van Kan,0.0
Anuradha+Misra,3.15
Hiroki+Shibayama,0.0
Dermot+McPeake,4.0
Alexei+Vladimirov,5.0
Marco+Casadei,5.5
Michael L.+Ioffredo,17.333333333333332
Ora+Wolman,6.0
Heinrich G.+Frey,12.0
Rik S.+Koster,0.0
Tapio+Luttinen,0.0
Ajeet K.+Sharma,1.5
Felix+Trier,0.0
Dmitry A.+Garanin,3.5
Marie-Anne+Arrio,2.0
Francisco J.+Lázaro,55.0
Houssem+Kallel,4.6
Leonardo A. B.+Tôrres,5.0
Paola+Prete,0.5
Bartosz+Szczesny,2.0
Christoph A.+Stephan,1.5
Ashutosh Kumar+Alok,10.875
Dennis M.+Dimiduk,1.0
Piotr+Masłowski,12.0
Marsha+Weaver,7.0
Akira+Takada,7.5
Atsuo+Fukuda,7.634146341463414
Lutgard C.+De Jonghe,1.0
Joyce+Schachter,4.0
Emilio+Scamporrino,0.0
Charles H.+McGruder,2.0
Milind N.+Kunchur,9.368421052631579
Stephan+Schartner,18.0
Vadim+Evtikhiev,6.0
Holger R.+Dullin,3.0
Asrar+Ahmed,0.0
Christian+Duval,25.0
Theodoros+Gaitanos,1.5
M. Al+Ohali,1.0
Atsushi+Okazaki,6.5
Joan+Cembrola,0.5
Tony+Blake,3.5
Dennis Valbjørn+Christensen,0.0
Marc+Rabiet,13.0
Christiane+Laermans,11.0
Jordi+Prat-Camps,4.0
Carmen+Galassi,4.0
Steffen+Liepelt,17.0
Wieslaw+Krolikowski,19.448275862068964
R. Stewart+McWilliams,0.0
Jeffrey G.+Rau,11.916666666666666
Graeme R.+Sarson,3.0
Cyril+Cichowlas,24.0
Amit+Goyal,1.4
Paula+Tuzón,22.0
Roberto+Corvaja,0.5
Kazi A.+Reza,1.0
Tatyana E.+Konstantinova,1.0
Yehuda+Eisenberg,32.5
Marco+Gherardi,0.2
Harald+Ditlbacher,28.5
François+Hommeril,1.0
Boris+Brkić,2.0
Yevgeny+Moskovitz,0.0
Christine+Hieke,16.0
Harold E.+MacDonald,5.333333333333333
Bernard T.+Feld,24.04
Bogdan+Damski,30.625
Karl+Bane,4.0
Ernesto+Cota,14.166666666666666
Rajni+kant,1.0
Shinichi+Mitake,22.6
Vesa+Apaja,11.0
Rodrigo+Aros,10.0
Rediet+Abebe,25.0
Ilan+Breskin,18.0
K. L. Vander+Sluis,2.6666666666666665
Masakazu+Fujii,0.0
F. Leslie+Code,14.0
Sundaram+Balasubramanian,3.5
Orlando+Oliveira,7.25
Peter E. R.+Blanchard,0.6666666666666666
Zoltán+Keresztes,7.2727272727272725
Oleg V.+Gritsenko,22.5
Haimanti+Chakrabarti,0.0
Andrea+Marini,17.4390243902439
Angel+Paredes,8.6
Carsten+Kentsch,18.0
Norio+Akaiwa,10.25
A. M. Ponte+Gonçalves,5.0
Zurab+Tavartkiladze,6.111111111111111
Corentin L.+Bertrand,0.0
Liviu F.+Chibotaru,5.2
Haeshim+Lee,5.0
Germano S.+Iannacchione,15.461538461538462
Albert+Kung,10.0
Paramjeet Kaur+Gumber,3.0
Naoto+Nishizuka,1.0
Sara A.+Majetich,0.6666666666666666
Vsevolod+Ivanov,3.0
Sabrina+Relaix,1.0
Alexandra S.+Landsman,8.6
Matteo+Baistrocchi,27.5
Mikio+Iizuka,35.0
Raquel+González-Arrabal,0.0
Blanca+Hernando,2.0
J. Enrique+Díaz-Herrera,0.0
Erik M.+Rauch,3.0
Nissan+Spector,1.0
Samaresh+Guchhait,4.25
Christel+Horriar-Esser,11.0
Ilaria+Taurasi,6.5
Mauro+Mantega,2.5
Harry+Pfeifer,8.0
Yiannis+Proestos,6.5
Bruno+Zotter,9.0
Dominique+de Ligny,6.5
Knud Aage+Mørch,2.0
Bahman+Anvari,0.0
Nozomi+Maeda,0.0
Rex G.+Liu,0.3333333333333333
Marco+Falcioni,5.5
Patrick J.+O'Donnell,18.0
Jerrold E.+Marsden,3.0
Chris+Gross,0.0
Rémy+Mosseri,26.125
Ivan+Andrianov,1.0
Brain W.+Dodson,2.0
Per+Stoltze,50.5
Behnam+Javanparast,7.5
Dougal G.+McCulloch,1.0
Oliver E.+Dial,4.0
Erez+Michaely,7.0
Ahmed H.+Hussein,4.0
Yoshihiro+Ishitani,1.5
Keiko+Murano,13.25
Loïc+Journel,1.0
Lauraine A.+Dalton,0.0
Masafumi+Saito,8.0
M. Grae+Worster,0.5
Williams+Savero Torres,2.0
Pierre+Lacock,12.0
Adam+Falkowski,11.625
Patrick Z.+El-Khoury,0.0
Gerda+Wegener-Penning,1.0
Jaehong+Park,2.75
Luisa G.+Jaime,2.75
Matthias+Böhringer,12.0
Prachi+Chandrachud,4.0
Victor+Malka,29.5
Kazuo+Sasaki,4.583333333333333
Markku+Kuittinen,6.0
Yochai+Werman,1.0
Kirti+Ranjan,2.5
Zlatko+Tesanović,14.0
Peter+Olivius,36.0
Emmanuel+Petitgirard,21.5
Zack+Yoscovits,0.0
Denis+Aslangil,0.0
Tetsuo+Sakka,2.5
Kurt+Sundermeyer,2.6666666666666665
Douglas W.+Broege,5.0
Milton+Bergstein,0.0
Annette+Aiello,0.0
Ekkard+Schnedermann,61.0
Vladimir+Sliwko,45.0
Junwoo+Son,11.666666666666666
Katsuyuki+Nakanishi,7.0
Peter+Richter,1.0
Martin T.+Barlow,4.0
Pegah+Zolfaghari,1.0
Michael+Himpel,2.0
Alberto+Crepaldi,15.0
Surendra Singh+Negi,3.0
Daniela+Alic,10.5
Hendrik+Ehrhardt,0.0
Leah+Kanner,5.0
Philippe+Durand,9.5
Javier+Praena,0.0
Eduard F. C.+Driessen,3.0
Uta+Schlickum,4.0
Arend+van Silfhout,5.0
Peder+Moller,1.0
