Name,CitationsPerPaper
Xavier+Clotet,1.25
Thibault+Charpentier,5.0
Takuya+Suganuma,2.0
Cornelia+Deiss,8.0
Fielding+Brown,10.0
Lidunka+Vočadlo,31.0
Stefan+Cular,3.0
Giles+Peterson,0.0
HAAKON+OLSEN,43.0
Victor+Vega,1.0
William H.+Wells,1.5
Guenter+Reiss,10.5
Antonios+Fountoulakis,5.0
Tien-Tien+Yeh,0.0
Maxim+Kalashnikov,4.0
Johann+Haidenbauer,4.25
Osmel+Martin,3.0
Kenzo+Ogure,5.5
Jiří+Pavlů,1.0
Vittorio+Giovannetti,16.42
Lukasz+Kusmierz,16.0
Cameron+Gaebler,1.0
Meghana+Raghunandan,4.0
Christopher B.+Martin,16.0
Oriane+Mollet,6.0
Thierry+Lehner,1.5
Mads C.+Sabra,4.5
Douglas+Furton,3.0
Konstantin P.+Skokov,2.0
Kathleen+Kash,3.4
Yahya+Al-Khatatbeh,4.0
Keith R.+Lassey,10.666666666666666
Matthias+Münchow,16.0
Javad+Zarbakhsh,3.0
Jack+Xin,5.0
J. Kenichi+Mizukoshi,6.0
Timo A.+Lähde,21.31578947368421
Celia H.+Voetmann,4.0
Anna+Spanoudaki,7.0
Fabio+Belloni,0.0
Oscar+Blanch Bigas,4.0
Dmitry V.+Tsivlin,0.0
Gregory I.+Sivashinsky,2.0
Hitoshi+Kawashima,4.0
Dirk+Holste,7.25
Allan+Greenleaf,16.0
Chris+Hamner,48.5
Oliver+Braun,12.0
Tsvi+Piran,22.652173913043477
Eugeniya+Tchoukova,12.0
Edmund+Clarke,1.75
Yoshitaka+Inui,1.0
Steffen+Berg,2.3333333333333335
Nikola+Zlatanov,3.0
Päivi+Pirilä,0.0
Steven E.+Koonin,9.285714285714286
J. Steven+Dodge,34.0
Jonathan+Becker,1.0
Phung Van+Dong,10.0
Gaurav+Tomar,1.0
Cédric+Huwyler,3.5
Antoine+Moreau,0.8
Christine+Sample,3.0
Charles A.+Wert,0.0
Donald E.+Bode,5.0
Slawek+Gras,6.0
Bruce A.+Pint,0.0
Pankaj+Joshi,1.0
Roger G.+Markham,5.0
Martin+Thunert,2.0
Akihiro+Kawano,6.0
Krishna+Kumar,7.2727272727272725
Weiqiang+Wang,3.0
Francesco+Malara,1.75
Pavel+Borisov,16.666666666666668
Mathieu+Langer,3.0
Ryuichi+Ideda,0.0
Vincenzo+Fiorentini,13.083333333333334
Natsumi+Ikeno,2.0
Marco+Dias,1.5
Rohit+Kannan,0.0
Gaël+Combe,15.5
Chaohao+Gu,3.0
Arvind R.+Subramaniam,12.0
Masayuki+Watanabe,1.6
Clifford E.+Fairchild,2.0
Frank+Emmert-Streib,0.0
Philip A.+Sterne,10.0
Antonio+Scala,13.428571428571429
Giovanni+Sparano,0.0
Yunsic+Shim,5.444444444444445
Woonki+Chung,8.6
Donald+Finnell,48.0
Marie+Villarba,11.0
Martin E.+Zoloff Michoff,1.0
Kichiji+Hatanaka,7.0
Kimberly+Engle,8.0
Diling+Zhu,4.0
Kyujin+Choi,2.0
István+Groma,5.0
Kazuhisa+Amemiya,42.0
Bernard+Bourguignon,1.6
Nicholas W.+Watkins,1.0
Subhabrata+Dhar,0.5
Yoh+Mita,2.0
Garima+Gupta,7.0
Hiroshi+Ozaki,0.0
Preben J.+Mo/ller,2.0
Jingkang+Deng,2.0
James B.+Whitenton,11.0
Vincent L.+Fish,3.0
Bénédicte+Ealet,217.0
Kentaro+Kobayashi,2.0
Philippe+Hamel,32.5
M. Bilal+Janjua,2.0
Anqiu+Zhang,2.0
Tomomi+Sato,3.0
Carlisson+Miller,1.0
Nobuo+Ueno,8.466666666666667
Sven+Rühle,9.0
Ludvig+Lizana,12.666666666666666
Zachary+Needell,1.0
Taehoon+Ahn,8.0
Craig P.+Schwartz,2.0
Michel+Julier,17.0
Raymond+Lal,1.3333333333333333
Paola+Arias,5.666666666666667
Giuseppe+Iadonisi,1.6
Rodney+Henry,9.0
Kwadwo+Appiah,0.0
Hans Werner+Weber,12.0
Huy Q.+Tran,73.0
Hisao+Nakajima,4.0
Harold A.+Riggs,1.0
Mariele+Motta,16.5
Bruce V.+Hill,2.0
Yoshio+Nogami,3.6666666666666665
Semen O.+Yesylevskyy,2.0
Konstantin S.+Turitsyn,2.0
Lars+Bildsten,60.666666666666664
Chris+Gordon,30.8
Kazuo+Fueki,1.0
Gert+Ehrlich,14.59375
Andreas+Krieger,1.0
Doretta+Capsoni,3.0
Edwin+Norbeck,5.5
Yuto+Oda,1.0
Yosuke+Honda,1.0
Dezsö+Boda,5.5
Rebecca+Suckley,1.0
Laurin+Ostermann,3.0
Alexander M.+Finkel’stein,16.25
Arpita+Pal,3.0
Hannah R.+Vormohr,0.0
Moritz+Gerstung,3.0
Krešimir+Kumerički,12.666666666666666
Jacobo+Lopez-Pavon,5.0
Karen L.+Aplin,3.0
Mario+Techera,6.25
Nicoleta+Baboi,0.3333333333333333
Hiroto+Ohta,6.090909090909091
Giuliano+Patergnani,1.0
Evgeny I.+Buchstab,1.0
F. Russell+Petersen,3.75
William F.+Brown,30.0
Angus L.+McInnes,11.0
Tapan K.+Mukherjee,3.8
Mehdi+Hajizadegan,0.0
Lawrence J.+Marks,11.0
Tatiana+Gambaryan-Roisman,1.0
Irvin A.+Miller,2.0
Gerhard+Wachutka,0.0
Nguyen-Vi-Quynh+Tran,3.5
José+Avila,1.6666666666666667
Jahn+Rührig,3.5
Lev+Deych,3.25
Nina+Berg,3.0
Aleksandra+Wypych,2.0
Ivan T.+Georgiev,8.0
Umberto+Perini,20.5
Stephan+von Molnár,4.0
Sergei V.+Sharov,5.0
Valery I.+Levitas,5.851851851851852
Joshua J.+Leckbee,0.0
Giancarlo+Faini,9.5
Luis+Mochán,5.0
Valentina+Schettini,1.0
Peter+Valerio,3.5
Tomoyuki+Johzaki,8.0
Héctor+Gil-Marín,0.0
Grigory+Ovanesyan,2.2
Christopher M.+Ryan,0.0
Ryota+Negishi,2.0
Olga L.+Lazarenkova,13.5
Mohsen+Emami-Razavi,2.0
Vladimir A.+Karavanskii,2.0
Masaki+Fujimoto,1.6666666666666667
Isabella+Daidone,8.0
Jannes+Nys,0.0
Francisco J.+Turrubiates,2.0
Carlos S.+Frenk,5.0
Patrice+Le Boudec,7.0
Peter+Blood,2.0
Megumi+Tomita,13.666666666666666
Galen B.+Fisher,11.0
Masataka+Hasegawa,13.666666666666666
Timm+Wrase,3.3333333333333335
Jürgen+Pionteck,3.0
Hiroshi+Kouno,0.0
Masako+Takasu,3.75
Clara B.+Shoemaker,1.0
Masashi+Nakamura,2.0
Vitaly+Vanchurin,12.428571428571429
Christophe+Nicolas,6.666666666666667
Loukas+Astrakas,4.0
Andrés E.+Leövey,0.0
Waldemar+Kulig,1.5
Matthew+Pennybacker,1.0
W. Neal+Sams,2.0
Jamil+Nakhleh,6.0
Kohjiro+Iwasawa,11.0
Stanley+Whitcomb,76.5
I. Salazar+Landea,2.3333333333333335
Hideki+Katagiri,1.0
Emilio+Ciuffoli,3.75
Fábio D. A.+Aarão Reis,7.5
Ansis+Rosmanis,0.0
Cyan Umbert+Lopez,2.0
Jacob L.+Bourjaily,1.2
Marc A.+Carnahan,28.0
Atsushi+Ishikawa,5.6
Haim+Taitelbaum,7.7272727272727275
Achim+Trampert,3.6
Jonathan+Engle,16.285714285714285
Rossella+Monti,0.0
Tsvi+Tlusty,5.2
Olaf+Holderer,0.0
Dirk+Opitz,3.0
Junaid M.+Laskar,2.75
Ekaterina+Pilyugina,7.0
Rajesh+Kharab,0.0
Mirco+Cannoni,5.0
Raymond+Sloan,0.0
Anna E.+Böhmer,13.8
Bryan+Galdrikian,8.666666666666666
Hisashi+Yamazaki,3.0
Fabian+Zimber,2.5
Jerzy+Chlistunoff,6.0
Toshiyuki+Hattori,1.5
Débora+Coimbra,2.0
Roger+Cutler,55.5
Laurentiu+Rodina,2.0
Samuel P.+Bowen,1.8181818181818181
Alberto+Roldan,0.0
Teri W.+Odom,52.0
Khaled+Abdel-Waged,2.3636363636363638
Maider+Machado,4.0
Jérôme+Borme,1.0
Henriette+Maaß,5.25
Alexander E.+Karkin,1.0
Hisashi+Sekizawa,3.0
Somwrita+Sarkar,1.0
Laura+Sacerdote,1.0
Wieslaw+Larecki,0.5
María Andrea+Barral,3.5
Takahiro+Ueno,1.0
Noriyuki+Uchida,3.0
Michael+Ruby,13.0
Sebastian+König,8.333333333333334
Hanna+Wagner,6.0
Muhammad+Jameel,1.0
Momoka+Higa,2.0
Nikolai+Kolachevsky,27.333333333333332
Helena+Štěpánková,0.0
Yigal+Bannett,15.0
Maksym+Sladkov,6.0
Hans+gren,9.0
Taofeng+Wang,1.0
Jutta E.+Escher,24.666666666666668
Matti+Viitala,1.0
Resul+Eryiğit,4.142857142857143
G. Randal+McKee,0.0
Dirk+van der Marel,19.25
Oliver R.+Wulf,2.0
Sergio A.+Tomás,2.0
Shahid+Ahmed,1.0
Henryk+Puszkarski,2.5
Christian+Félix,3.75
Peter W.+Sutter,0.0
Paolo+Carra,59.06666666666667
Ravinder+Kachru,8.5
Wojciech+Pacuski,9.0
Drew M.+Thomas,0.0
Bernt+Schmiedeskamp,0.0
Kirk+Olynyk,25.5
James A. R.+Samson,16.967741935483872
Daniela+Kohen,1.0
Sachio+Horiuchi,5.6
Martin+Meyer,18.272727272727273
Jacek+Ziabicki,4.0
Pawel+Pomorski,8.714285714285714
Hauyee+Chang,0.0
Giusy+Origlio,1.0
Matt+Zepf,5.0
Leandro M.+Malard,9.0
José C. C.+de Souza,15.0
Esma+Eryilmaz,1.0
Ilkka+Helenius,18.0
Aji A.+Anappara,64.0
Roeland C. A.+van der Veen,6.75
Vivek Kumar+Tiwari,8.6
Margaret+Kivelson,11.0
Subir K.+Banerjee,5.0
Nazareno G. F.+Medeiros,0.0
Shrihari+Gopalakrishna,13.5
Motohiro+Yuasa,0.0
Takumi+Doi,11.166666666666666
Ashley S.+Harvey,2.0
Sylvain+Colson,6.0
Laleh+Avazpour,1.0
Peter C.+Strassmann,0.0
Henriette+Gilhøj,5.0
Benoît+Rogez,0.0
Cleberson R.+Alves,0.5
Nadav+Katz,11.909090909090908
Hirotaka+Sugawara,36.46666666666667
Shuiqing+Hu,3.0
Vincent P.+Jacobsmeyer,3.25
Alexander+Hellervik,3.0
Anuradha+Bhattacharyya,3.0
Upayan+Baul,0.0
Stephan+Rojek,1.5
Kenta+Kuroda,3.2
Euyheon+Hwang,0.0
Steve+Lamoreaux,10.0
Matthew+Vannette,2.0
Clifford+Holley,3.0
Mihajlo+Vanević,10.76923076923077
Francois+Courvoisier,12.0
Arun+Sehrawat,1.3333333333333333
Scott+Crane,2.0
Ireneusz+Grabowski,2.0
James+Anstie,3.0
Sergey+Mitryukovskiy,4.0
Shahram+Khosravi,2.0
Mikhail N.+Slipchenko,0.5
Kristen+Baroudi,6.0
Emilio+Lopez-Menchero,45.0
Fitsum+Borga,2.0
Vyacheslav N.+Vasil’kov,3.0
Rosario Sergio+Cataliotti,0.0
Eduard+Kuraev,0.0
Diego A.+Restrepo,3.0
Yannick+Peysson,0.0
Arthur J.+Ruhlig,7.333333333333333
Alfred L.+Vaughan,16.0
Yannick+Rondelez,1.3333333333333333
Evan+Ochsner,26.153846153846153
Armando+Bazzani,0.3333333333333333
Hisayuki+Nakagome,0.0
Vladimir+Markov,1.0
Peter E.+Schlein,14.0
Jackson+Said,0.0
Edouard+Gorbar,0.0
Yasumasa+Takagi,4.0
Rafal+Oszwaldowski,7.0
Jorge+Troconis,1.5
Kazuto+Terada,3.0
Bastien+Loubet,1.6666666666666667
Brendan+Hoffman,4.0
Norman M.+Witriol,0.5
Amar+Nath,6.875
Marisol+Koslowski,7.5
Kamel+Aït-Mansour,4.0
Muzaffar Q.+Lone,1.0
Guillaume+Mourot,7.0
Tamotsu+Kohyama,3.0
Suzanne M.+Sears,7.5
Ido+Dolev,5.666666666666667
Helfried+Reuther,3.0
Vinh N. T.+Pham,3.0
Daiki+Segawa,6.0
Michael Peter+Kennedy,5.0
Manoranjan+Ghosh,0.0
Tomohiro+Nakama,3.5
Alexander B.+Dzyubenko,2.25
Elif+Karatay,0.0
Thor+Bergstralh,15.0
Kasper A.+Borup,0.0
Arjun+Berera,12.666666666666666
Ilya+Grinberg,7.928571428571429
Christian+Joachim,17.066666666666666
Kenneth+Järrendahl,0.0
Javad G.+Azadani,0.0
Manuel+Angst,2.0
Johann+Gutjahr,1.0
Aymeric+Van Lauwe,17.0
Lukas+Vlcek,3.5
Junghoon+Jahng,1.3333333333333333
Amon+Ilakovac,7.8
Franz+Howorka,0.0
Victor+Semkin,15.0
Fahri+Domanic,2.0
W. William+Yu,5.0
Alexander+Prüll,6.0
Henrik+Ronellenfitsch,0.0
Christopher+Mudry,26.0
Leonard N.+Bezmaternykh,11.5
Dipti+Chakraborty,3.25
Brett+van de Sande,18.0
Gabriel Julio+Cuello,5.0
Florian+Libisch,6.833333333333333
Teresa+Bauer,2.0
Samira+El Yacoubi,0.0
Norikazu+Todoroki,6.5
Seongtae+Bae,1.0
Eckart+Hasselbrink,11.0
Donato+Cianci,1.0
Jérôme+Wong Ng,0.5
Gunther+Lang,2.0
Sebastian+Elsässer,16.0
Philip C.+Clapp,29.833333333333332
Patrick+Das Gupta,3.0
Gabriel+Blaj,3.0
Keisuke+Saito,0.0
Diego Alejandro Carvajal+Jara,1.0
Frederick+Slate,0.42857142857142855
Hans Jörg+Jodl,1.0
Moshe+Strauss,11.0
Serguei+Borshch,2.0
Hans R.+Fankhauser,1.5
Yoram+Shapira,4.117647058823529
Brandon P.+Ruzic,11.666666666666666
Charlotte+Cheung,4.0
Tokuo+Kure,4.0
Gabriel+Pallares,8.5
Emmanouil E.+Kriezis,1.3333333333333333
Taco+Nieuwenhuis,27.0
Kendall+Mallory,2.0
Hans-Jürgen+Schmidt,2.5
Noemi+Frusciante,11.333333333333334
Bruno+Christophe,1.5
William I.+Glaberson,9.0
Jürgen+Sotrop,1.0
Matthew C.+Martino,11.0
Philippe+Sornay,2.8333333333333335
Natalia A.+Denesyuk,1.0
Matthew J.+Olszta,1.0
Carlos+Henríquez,0.0
Toshimasa+Hayashi,2.0
Cody W.+Schlenker,1.0
Michael J.+Uttormark,7.0
Pietro+Sternativo,7.0
Bruno+El-Bennich,6.166666666666667
Stanley S.+Hertzbach,4.0
Changshui+Chen,1.0
Rodrigue+St.-Laurent,1.0
Erik+Lægsgaard,11.545454545454545
Markus+Hennrich,59.125
Damien+Caliste,7.833333333333333
Alexander+Penin,4.0
Dieter+Wolf,17.2
Jacques+Revol,2.0
Sambandam+Baskar,0.0
Alberto M.+Piro,0.0
Helmut+Grubmüller,5.666666666666667
Fagang+Zhao,77.0
Steven M.+Moore,7.0
Marco+Martins Afonso,1.0
Malcolm I. G.+Bloor,1.0
Ulric+Ljungblad,21.0
Boaz+Pokroy,0.0
Rob+van Dalen,7.0
Benedikt+Herwerth,3.0
Claas+Hüter,0.0
Elisabeth+Dumont,6.0
Mikio+Tsuji,4.0
Vincenzo Gino+Benza,0.0
Xiaodong+He,1.6
Giovanni+Comelli,3.0
Georgio+Tachiev,6.0
Zhiong+Yang,1.0
Giandomenico+Nollo,10.333333333333334
Ville F.+Maisi,17.333333333333332
Wesley C.+Williams,4.0
Elmar+Schmidbauer,3.0
Naoto+Hirosaki,9.0
Marguerite+Cornille,8.0
Balázs+Szabó,3.25
Sony+Joseph,7.0
Steven R.+Isaacs,4.0
Edgar A.+Aguilar,0.0
Igor+Altfeder,1.8
Minho+Son,9.4
Yasemin+Şengün,0.0
Jordi+García-Ojalvo,20.23076923076923
Lisa+Ventelon,4.125
Bernard+Etlicher,3.5
Jure+Drobnak,9.714285714285714
Lewis R.+Koller,6.333333333333333
Gerald F.+Dionne,1.4444444444444444
Evaldo+Araújo de Oliveira,1.0
Yvonne+Geyer,4.666666666666667
Ricardo A.+Fonseca,49.0
GariLynn+Billingsley,1.0
Jorge I.+Zuluaga,2.5
Yewei+Wu,0.0
Joel+Koplik,15.845070422535212
Dorel+Guzun,2.0
Massimo+Rudan,3.25
Antonio+Caretta,1.3333333333333333
Heino+Falcke,7.0
Olga+Lalakulich,28.0
Michael+Fisch,4.0
Stéphane+Pitois,12.666666666666666
Michiyasu+Mori,3.2857142857142856
Gaurab+Ganguly,0.0
Erik+Cox,11.0
Arthur+Lovell,4.0
Toshihiro+Yoshida,13.0
Dhruba+Banerjee,8.333333333333334
Brent J.+Heuser,1.6
Donald W.+Galliardt,0.0
Pietro+Cicuta,3.5384615384615383
Xinye+Lu,14.0
Paolo Emilio+Di Nunzio,0.0
Isaac+Llopis,0.0
Christopher C.+Davis,7.75
Santtu T. T.+Ollila,8.0
François+Nédélec,19.0
Geoff+Campbell,5.0
Piotr+Szymczak,0.0
D. L. Radhakrishna+Setty,3.0
Vincenzo+Carravetta,4.5
Wim+Schoenmaker,1.4
Pierre+Ballesta,3.0
Alkesh+Punjabi,2.0
Suresh+Nampuri,11.0
Alejandro+Lage-Castellanos,3.5
Bogdan+Danila,8.25
Eugenia+Kaczmarek,2.0
Kyle S.+Hardman,9.333333333333334
Marcus G.+Daniels,8.0
Ton+de Jong,3.0
Anna+Razumnaya,1.0
György+Kriza,1.0
M. Cristina+Depassier,10.0
Rémy+Dendievel,4.0
Nguyen+huu Xuong,70.0
Stanisław J.+Bartkiewicz,0.0
Marcus+Gellert,4.666666666666667
Ralph C.+Shiell,0.0
Tsutomu+Imamura,7.0
Fumihiro+Fukumura,5.0
Carlos A.+Ramírez,3.0
Emanuel+Knill,67.52380952380952
Helmut+Haesslein,25.0
Jennifer M.+Smillie,4.666666666666667
Alexandre+Suryadi,2.0
Valery G.+Rousseau,38.0
Alexandrina+Stoyanova,0.5
Shigenobu+Ogata,4.684210526315789
Haitham A.+Etman,1.0
Hiroyuki+Sagawa,16.095238095238095
James N.+Fry,1.2
Jarosław+Rybicki,1.0
Markus+Bröll,4.25
Alexander+Kaiser,4.5
Yoshiaki+Yasui,12.0
Adam+Zrehen,0.0
Hyungjun+Lee,15.666666666666666
Seonghoon+Yi,0.0
Rudolf+Šály,1.0
Adel+El-Nadi,0.0
Marceli+Kaczmarski,0.0
Liudmila+Joukovskaya,7.0
Daisuke+Nishio-Hamane,1.0
J. Ricardo G.+de Mendonça,3.0
Dmitriy V.+Kuprianov,3.0
Desiree+Salas,10.0
Sophie+Miralles,1.25
William+Loh,3.0
Jack+Heller,2.0
Matthias+Erdmann,2.0
Luciana C. P.+Alonso,2.0
Meik+Dörpinghaus,6.0
Satoru+Okayasu,6.8
Nicholas+Harrison,11.5
Mahdi+Mashkoori,11.0
Russ+deForest,0.0
Niels H.+Damrauer,1.5
Frank+Fugel,1.5
Matthias C.+Hoffmann,8.0
Jinsoo+Joo,0.5
Wolfgang+Tichy,30.928571428571427
Akitomo+Watanabe,0.0
Azadeh+Samadani,11.5
Maurice+de Koning,2.0
Zugang+Mao,7.0
Philipp+Schering,0.0
Olivier+Brodier,29.0
Evelyn F.+Keller,0.0
Priti S.+Mohanty,1.0
Masatoshi+Tomomasa,2.0
Denise E.+Hinkel-Lipsker,4.0
Alberto+Rivacoba,3.5
Ikuo S.+Sogami,7.4
Linxiao+Zhu,2.75
Guido+Ciraolo,2.6666666666666665
Gian-Marco+Rignanese,8.75
Ismo+Vartiainen,2.0
Olivier+Crégut,3.3333333333333335
Seiji+Sugawa,30.1
Nikolaos+Papanikolaou,26.0
Rashid M.+Djilkibaev,0.0
Masanori+Maruyama,90.0
Frederick R.+Innes,8.0
William+Legrand,1.0
Dennis O.+Covault,0.0
Joel+Horowitz,0.0
Patrick+Huber,10.153846153846153
Kirsten+Martens,7.125
Iakovos+Tzanakis,0.0
Marvin+Weyland,2.0
Wilder+Carrillo-Cabrera,1.0
Hermann+Grabert,18.132530120481928
Lawrence E.+Samelson,0.0
Mohammad M.+Salary,0.0
Hagai+Shaked,0.8333333333333334
Iván+Santos,2.2
Andrea+Alessandrini,2.0
Ivana+Richterová,1.0
László+Négyessy,10.0
Henni+Ouerdane,1.0
Dominique+Korbmacher,2.0
Bennett+Lambert,0.0
Anand+Oza,0.0
Keiichi+Tsuda,150.0
Toshio+Katoh,3.0
Manabu+Yamada,27.5
Pierre+Damay,3.75
Kaveh+Khodjasteh,25.083333333333332
James R.+Gilbert,3.0
Vladimir I.+Merkulov,2.0
Kenneth+Lee,13.166666666666666
Andres+Saul,2.0
Bumki+Min,3.5
Ehsan+Sahami,0.0
Hans J.+Briegel,61.903225806451616
Dariusz+Grech,2.0
Myrta+Grüning,8.5
Masashi+Aono,0.0
Peter W.+Harland,1.0
Sébastien+Kosgodagan Acharige,0.0
Valeria+Bragaglia,0.0
Marc J.+van Veenhuizen,10.0
Dau-Sing+Wang,1.5
Manabu+Sen,2.0
Yuichi+Ogawa,0.0
Alberto+Pignotti,11.272727272727273
William+Klemm,5.4
Joel E.+Boyd,4.0
Gerardo+Prieto,0.3333333333333333
Hiroaki+Azehara,0.0
Fredrik+Gustavsson,9.0
Czeslaw+Skierbiszewski,4.0
RODNEY D.+DRIVER,10.0
H.-S. Philip+Wong,0.0
Garold+Murdachaew,0.0
Peter P.+Edwards,1.2
Bertil+Halle,3.7777777777777777
Jonathan P.+Rothstein,2.0
Pol+Forn-Díaz,0.0
Minhyea+Lee,20.333333333333332
Pierre+Guichon,3.0
Christopher+Coretsopoulos,9.0
Kheya+Sengupta,4.285714285714286
Theodore M.+Hall,19.0
Mette B.+Gaarde,17.151515151515152
Ashkan+Vakil,5.333333333333333
Marc+Schreiber,2.0
William D.+Watson,6.0
Helmut+Eckerlebe,5.0
Mizue+Honda,1.0
Françoise+Brochard-Wyart,4.0
Miki+Hondzo,2.0
Enrico+Rodrigo,2.0
Hartmut H. K.+Lentz,5.5
Katharine L.+Page,0.0
Roland G.+Winkler,4.294117647058823
Shintaro+Takayoshi,4.833333333333333
Paola+Gori,9.333333333333334
Teresa+Barnes,2.5
Rafi+Safadi,6.5
Parag+Katira,1.0
Uli+Zeitler,28.25
Elie+Wandersman,14.0
Parisa+Nowroozi,1.0
Hans-Olof+Andrén,2.0
Guadalupe+Chalas,0.0
Bonna K.+Newman,6.0
Pio+Capezzuto,0.0
Aaron+Reinhard,3.25
Donald J.+Lynch,9.0
Chaim+Richman,15.0
Kelvin J. A.+Ooi,0.0
Mauro+Bologna,5.5625
Charles+Head,5.0
Ross+H. McKenzie,11.0
Varkey+Sebastian,0.5
James S.+Stevens,0.3333333333333333
Andrea+Zen,0.0
Masao+Nagase,4.25
Chunwu+Wu,1.0
Michael H.+Whitmore,5.0
Kazuyoshi+Takeda,2.5
M. dos Santos+Dias,14.0
Didier R.+Long,0.0
Bengt+Bischof,0.0
Stefano+Dell’Oro,11.0
Davide+Bertolini,8.666666666666666
Marcus+Theisen,0.0
Stefano+Minardi,7.25
Denis+Scalbert,3.0
Andreas+Baumgartner,7.0
Björn+Gieseking,0.0
Danil+Evtushinsky,182.0
Tomasz+Durakiewicz,4.3076923076923075
Nataliya+Gorn,5.5
Hartmut L.+Schmider,1.5
Heath+Ecroyd,0.0
Mariya+Zhuravleva,0.0
Seeyeol+Lee,3.0
Charanjit K.+Khosa,0.5
Shinsei+Ryu,39.08064516129032
Lidija+Zivkovic,0.0
Howard S.+White,8.625
Hiroyuki+Okino,8.8
Natsuki+Kanda,8.666666666666666
Alexey V.+Krasavin,2.25
Christian D.+Ott,11.052631578947368
Tiago R. S.+Santos,0.0
Adriano+Dutra,3.0
Nicholas R.+Thomas,34.0
Andrey V.+Solov’yov,4.173913043478261
Keiko+Matsubara,3.5
Britta+Höpfner,1.0
Hidenori+Fukaya,11.461538461538462
Barry C.+Bolding,12.25
Valentin+Blideanu,3.0
Tucker+Carrington,0.5
Fréderic+Pailloux,1.0
Douglas A.+Davids,11.0
Mack A.+Breazeale,1.0
Bruno+Escribano,0.0
Prakash+Palanisamy,0.0
Yoshihiro+Takeuchi,0.0
Claude+Klöckl,8.0
Karthik+Mukundakrishnan,2.0
Hüseyin+Sari,3.0
Rohit K.+Mishra,0.0
Irina+Biktasheva,0.0
Michael+Farle,10.0
Christian+Kolf,7.0
Benedikt J.+Wundt,3.5
Artem M.+Dudarev,19.666666666666668
Hans Albert+Braun,1.0
Piero+Nannelli,9.5
Sunhyung+Kim,2.0
Jongbum+Kim,2.0
Vitaly+Lutsky,0.0
Arndt+von Bieren,1.0
Junggi+Yoon,1.0
Boris+Panes,13.0
Adam M.+Bincer,12.454545454545455
Yoichiro+Wada,0.0
Michèle+Gupta,9.851851851851851
Eugeniu+Radescu,19.0
Alexei+Akolzin,1.0
Ijaz+Zafarullah,1.0
Katsumi+Hagita,2.0
Andreas+Flesch,6.0
Konrad+Schulz,21.0
Pavel+Fileviez Pérez,6.0
Hyungju+Oh,8.666666666666666
Heinz+Haas,6.333333333333333
Martha R.+McCartney,0.5
Chris+Jeynes,31.0
Werner+Kunz,6.0
Philip+Coppens,8.666666666666666
Sergey A.+Dyakov,0.0
Suchi+Guha,2.0
Dmitry E.+Sklovsky,1.0
Chee-Tat+Toh,4.0
Harold E.+Clearman,3.0
Karoline+Wielgoz,50.666666666666664
Emily R.+Russell,3.0
Michael H.+Proffitt,4.0
Horacio R.+Verdún,5.0
Hengjie+Ma,2.0
Parshant M.+Gade,5.0
Claude+Petitjean,6.0
Alexander O.+Gusev,6.0
Amanda+Youssef,0.0
Martin+Köhl,0.0
JinPyo+Hong,1.0
Pál+Jóvári,2.5
Jonathan M.+Fellows,5.0
Albert H.+Lasday,30.0
Holger+Tostmann,26.0
Michel+Nevière,6.0
Martí+Perarnau-Llobet,7.625
Michael+Kahl,0.0
Thierry+Gousset,13.0
Toshihiro+Asada,8.0
Hiroshi+Arima,7.0
Serge F.+Mingaleev,14.833333333333334
James+Nair,2.0
Niharendu+Choudhury,3.7142857142857144
Ananias M.+Mariz,4.0
Eleonora+Petrakovskaja,1.0
Pavel+Trtik,2.5
Elmar+Heeb,3.0
Alberto+Rubio,11.142857142857142
Alexey+Vikhlinin,51.0
Rafael L.+Bras,1.0
Satoru+Nakatsuji,11.653846153846153
Romain+Dubessy,7.0
Frank+Schreiber,7.0
Miles+Olsen,2.0
Oliver+Rösch,12.333333333333334
Carsten+Rott,5.75
Marc+Pradas,6.25
Catherine+Coleman,16.0
Chirag+Dhara,3.0
Michał+Czakon,42.0
Tongjai+Chookajorn,1.0
Vassilios+Zamarias,4.0
Haruki+Eguchi,4.5
N. Ranjit+Singh,1.0
Osamu+Suekane,0.0
Arkady+Fedorov,11.4
Songze+Chen,0.0
Haritha+Nukala,6.0
Françoise+Bley,1.5
Uwe+Hömmerich,4.0
Peter T.+Erslev,0.0
Donald E.+Beck,4.0
Arne+Mikkelsen,2.0
Tony W.+van Buuren,27.0
Alejandro Federico+Rebola,0.0
Aron+Kuppermann,9.8
Craig A.+Hall,0.0
Rosalind J.+Allen,9.9
Vladimir+Manucharyan,4.0
Britta+Redlich,1.0
Giuseppe+DeToffol,3.0
Roger+Balian,15.0
Reginald T.+Cahill,35.0
Peter G.+Bruce,2.0
Hsuan+Lee,1.0
Bernd+Oberdorfer,2.0
Delano P.+Chong,8.0
Naoki+Ikeda,2.5
Mads Christof+Weber,0.5
Salvy P.+Russo,1.3333333333333333
Akira+Ohnishi,7.76
Pavel A.+Belov,8.4375
Alfred Y.+Cho,14.0
Jürgen+Fassbender,3.2857142857142856
Mordechai+Kornbluth,0.0
Achiri+Tange,6.0
Emily M.+Smith,1.0
Arne+Laucht,12.5
Amr I.+Abdel-Fattah,0.0
Elena+Kolomiets,0.0
Achintya+Bera,8.0
Masato+Ohnuma,1.5
Roberto+Arévalo,11.0
DEWITT+STETTEN,0.0
Christian U.+Grosse,11.0
