Name,Productivity
Jan-Cornelis+Hummelen,1
Dinko+Chakarov,1
Satoshi+Yui,2
Rodolfo A.+Diaz,6
Nikolai+Nikitin,4
Elisa+Londero,2
Michael+Mundt,7
Kabgyun+Jeong,4
Peter+Dietrich,2
Seiichiro+Sakata,2
Geo+Glockler,4
Rodrigo+Alonso,3
Victor M.+Ugaz,2
Michael E.+Wieser,1
Anna+Deluca,2
J. Stuart+Abell,1
Takanori+Yamashita,1
Karl+Lendi,1
Michael+Guidry,1
Warren W.+Miller,2
Diego F.+Pastega,1
Marcin+Sikora,4
Bernat+Corominas-Murtra,5
Naoki+Yamada,1
Edlira+Suljoti,3
Steven J.+Frisken,4
Zeinab+Moussa,1
Matthew D.+Eisaman,1
Viktor Z.+Cerovski,3
Mariappan+Paranthaman,1
Evgeniy+Dul’kin,1
Yoshihiro+Nishikubo,1
H. Michael+Gilder,3
Olivier+Bénichou,13
Joshua+Curtis,1
Gareth P.+Alexander,13
Choong H.+Kim,11
Stefano+Magni,1
Malcolm J.+Grimson,8
Piotr+Figurny,1
Ashok K.+Das,6
Ivan S.+Vorotiahin,1
Umesh Kumar+Verma,1
Alexander+Lenz,16
Artem+Abakumov,1
Harry J.+Coles,2
Kishore+Kapale,1
James A.+Chervenak,2
Kueifu+Lai,1
Tamas+Kosa,1
Michael+Monine,1
Kiyoshi+Kobayashi,3
Mikhail+Savrov,1
Dmitri+Topaj,2
Swarup+Saha,2
Bongju+Kim,3
Makoto+Yoneya,11
Julien+Beaumont,1
Armalivia+Leksono,1
Atsushi+Yamashiro,1
Matthew+Varghese,2
Sagar+Vijay,5
Jaume+Tarrús,3
Mithun K.+Mitra,2
Sogee+Spinner,12
Lewis S.+Klein,4
Michael+Marien,1
Miguel+Peiró,1
Jürgen+Keymer,1
Marina N.+Popova,1
Claude+Aslangul,7
Jérôme+Leon,8
Tsunenobu+Kimoto,1
Sveta+Ol’khovskaya,1
Hans Jo/rgen Aa.+Jensen,1
Rhiannon+Gwyn,4
Ary+Bruand,2
Koki+Takita,2
Koichi+Ichimura,2
Fumio+Masuda,2
Vernon J.+Rossow,1
Gregory A.+DiLisi,2
Riccardo+Bonaccini,1
Nickolas+Fotopoulos,4
Eberhard+Haug,6
Kenneth+Goodson,1
P. K. A. deWitt+Huberts,1
Markus+Rollinger,1
Katarzyna+Jakubowska,2
Nobuya+Hiroshiba,1
Ilya V.+Karlin,3
Gregory+Brown,12
Eugenio+Bianchi,12
Alok+Mukherjee,1
Chikara+Ishii,6
Ronen+Mukamel,1
Naomi+Kawamura,15
Ewa+Gorecka,16
Sankar+Das Sarma,17
Fred F.+Forbes,2
Nathan+Ng,1
Vitaliy+Lomakin,2
Kálmán K.+Szabó,1
Marc+Höll,1
Hartmut P.+Kallmann,4
T. H. Philip+Chang,1
Ira+Herbst,1
Aiman+Al-Omari,1
Jacek+Szymański,1
Randall M.+Feenstra,1
Frank L.+Vernon,1
Cristian R.+Ghezzi,2
Jens+Bornemann,1
Gordon+Shaw,4
Huiping+Geng,2
Chiara+Marletto,2
Stéphane-Olivier+Guillaume,2
Ilia V.+Roisman,8
Pekka+Ikonen,3
Michel+Hehn,4
J. H. R. dos+Santos,1
Marc+Descamps,4
Gerald W.+Abshire,1
Fausto+Eccher,1
André+Bisig,2
Pierson+Guthrey,1
Hajime+Kawada,1
Tomoko+Mizuguchi,1
Peter beim+Graben,4
Bernard+Mercey,2
Matthias+Buhl,1
Tesfaye A.+Abtew,10
Anna+Gleizer,2
Michael G. J.+Fink,3
Takahiro+Mizusaki,33
Koutaro+Miki,2
Kher Sham+Lim,2
Masayuki+Yamane,4
Katja+Lakatos-Lindenberg,1
Julien+Clavareau,1
Martin+Landr,1
Hiroshi+Katayama-Yoshida,4
Kristian+Helmerson,7
Erik L.+Vold,2
Naoto+Sakamoto,2
Masanori+Harada,2
Stéphane+Lavignac,2
Boris A.+Ivanov,8
Luca+Marinatto,8
Ion Cosma+Fulga,2
Aurore+Gomez,1
Alfred+Stadler,12
Duane+Larson,2
Sergio+Gómez,8
Timothy+Sweeney,1
Yoshio+Yuge,1
Matthias+Hillenkamp,2
Samuel+Pinansky,1
Vaishali+Phatak,1
Patrick+Landreman,1
Gustavo+Cancelo,1
Tobias+Grießer,4
Rodolphe+Bousier,1
Erich+Gaertig,5
Markus E.+Malema,1
Stefan+Wetjen,1
Oleg V.+Vasil’ev,4
Albrecht+Haase,2
Boris M.+Slepchenko,2
Gregor+Kasieczka,1
Hideaki+Hiro-Oka,2
Carlo+Gustavino,1
Leonid A.+Safonov,1
Gautham+Dharuman,1
Niels+Arley,6
Boyce D.+McDaniel,6
Robyn+Donnelly,1
Hamza+Berrehrah,3
Fred R.+Sutherland,3
Albert J.+Stebbins,2
Wataru+Kobayashi,3
Shigeru+Yoshida,6
Peter+Enoksson,1
R. Sekhar+Chivukula,64
Roland+Bircher,3
Tobias+Thiele,2
Fabrizio+Barocchi,24
Tetsuhiro+Sekiguchi,4
Rajesh+Ambigapathy,1
Einat+Aharonov,3
Annika K.+Eriksson,1
Thibault+Chastel,1
Arthur C.+Smith,4
Karin+Dissauer,1
Dorothy E.+Walsh,6
Markus+Holzmann,27
Susmita+Basak,4
Samuel+Sonderegger,1
Nobuyuki+Yoshikawa,1
Bob+Sugar,4
José C.+Sartorelli,2
Michael+Atzmon,2
Charles T.+Walker,24
Guillermo+Zampieri,1
Nafiseh+Rahmanpour,1
Dominik+Koutný,1
Moshe+Havilio,3
Francesca+Tria,1
Daniele+Gaggero,4
Suresh V.+Lawande,8
Hirotomo+Nishihara,1
Gaël+Vuillermet,1
Yori+Manzke,1
Bintoro S.+Nugroho,1
Grégory+Robert,3
Atsushi+Takamizawa,2
Kamil+Korzekwa,5
Edwin L.+Kerr,2
Maciej+Szymański,1
Gersende+Fort,1
Abdul+Munam,1
Linn F.+Mollenauer,1
Bohdan+Novosyadlyj,6
James R.+Clow,4
Matthias+Körber,1
Gerhard+Hobler,1
Tanya+Kikteva,1
Syogo+Tejima,2
Marek+Veithen,2
Vasileios-Marios+Gkortsas,2
Jerome+Rothstein,8
Chester L.+Shepard,1
Vladimir D.+Kondratovich,1
Anna+Ciechan,1
Elia+Schneider,1
Giulia+Berti,1
Saif A.+Haque,2
Vikash Kumar+Ojha,2
Manoel P.+Araújo,2
Michael+Kubocz,1
Rémi+Marchal,2
Stefan+Roth,1
Subramanian+Annamalai,1
Yuichiro+Mitani,1
Martin+Plihal,3
Angeles+Ramírez-Saito,3
Björn von+Sydow,1
Elton M. S.+Santos,1
Carsten+Reinhardt,4
Tor+Kjellsson,1
Massimo+Petrarca,1
Blanka+Janoušová,1
Serge G.+Lemay,3
Martin+Diestelhorst,1
Satoru+Tanaka,12
Michel+Lannoo,1
Julien+Pernot,3
Anne Rebecca+Oliver,2
Guilhem+Gallot,1
Jorge Arturo+Soto Puente,1
Satish K.+Das,2
Cameron L.+Tracy,2
Enrique+Ramirez-Homs,1
Devrim+Tarhan,2
Rex+Kerr,1
Jürgen F.+Stilck,19
Vladimir+Zeleňák,1
Sugie+Shim,1
Toshiya+Muto,2
Vesselin I.+Marinov,1
Terrence W.+Towe,2
Edvard P.+Kokanyan,1
Cody+Reeves,1
Masaharu+Oguni,13
Bruno+Levenberger,1
Sven+Öberg,4
Peter+Khalifah,2
Lysiane+Mornas,2
Freddy F.+Guimarães,1
Klint A.+Rose,2
Christoph+Groth,4
Christopher+Köhler,1
Jacques+Marcus,2
Otto L.+Muskens,11
Seth A.+Boorstein,1
Joachim+Brod,8
Ádám+Kiss,1
Colin S.+Adams,1
Dorien+van der Zande,1
Victor M.+Meerovich,1
Kamal L.+Panigrahi,6
Harold+Lecar,1
Yasutaka+Iwashita,7
Kazuo+Okubo,1
Claudio+Giberti,4
Clive+Speake,2
Hideharu+Mikami,5
Wolfgang+Sturhahn,11
Zdeněk+Grof,1
François+Delahaye,1
Nina+Hrauda,1
Herman+Wijnen,1
Ramon+Martinez Orellana,1
Marc+Gohlke,1
Fridger+Schrempp,1
Francesco+Simoni,1
Kenzo+Miyazaki,11
Tetsuya+Sato,20
Payal+Mohanty,7
Antoine+Ruyter,2
Vanita+Srinivasa,2
Frank+Lauterwasser,1
Teodoro+Laino,2
Harold P.+Knauss,10
Frank+Gugenberger,1
B. Santos+Burgos,1
Naveen K.+Singh,2
Gilles+Renversez,3
Ronald E.+Siatkowski,1
Brent+Doiron,5
Shigehiko+Hasegawa,2
James W.+Daughtry,2
José+Beltrán Jiménez,2
Angelos+Thanassoulas,1
Pascal P.+Man,3
Alessandro+Rioli,1
Tom L.+Haslett,3
Christian+Schilling,7
Shoji+Suzuki,5
Claude+Verdier,1
Mizuho+Schwalm,1
Luciana+Tavares,1
Georg+Pabst,2
Sanghoon+Lee,10
Marcelo R.+Ubriaco,10
Shermane+Benjamin,1
Christian+Dickel,1
Christoph+Vo,3
Timur+Esirkepov,4
Derrick+Williams,1
Orestis+Loukas,1
Mikael+Berggren,1
Donald E.+Wortman,1
Niels Chr.+Nielsen,1
Avner+Peleg,15
Michel+Bauer,4
Nathan S.+Church,1
Yaroslav+Ryabov,1
Yoshihiro+Ishibashi,1
Carlos Henrique+Monken,1
Xavier+Fustero,4
Javier+Madroñero,27
Marcin+Raczkowski,12
Frank M.+Zimmermann,7
Patrick+Macdonald,1
Franco+Cerrina,2
Victor A.+Stenger,1
Jiro+Kumaki,1
Julie+Murison,1
Marko I.+Pavković,6
James M.+Feagin,14
Lucas+Girard,2
Aleksandar+Angelovski,2
Peter+Gross,6
Marguerite+Davis,2
Caleb J.+Ball,1
Peter G.+Bergmann,65
Hartawan+Laksmono,1
Daisuke+Mitsuoka,2
Horst+Malchow,1
Petronel+Postolache,1
Kristoffer K.+Andersen,3
William L.+Rowan,4
A. Wendell+Engle,2
Donald P.+Fahey,3
Jeremy+Pearce,3
Masud+Chaichian,8
Esmerindo+Bernardes,2
Dana+Beavis,5
Masafumi+Yokoyama,1
Jonathan S.+Barnard,2
Alain+Dereux,24
Marko+Robnik,8
Caleb+Webb,1
Karol+Kowalski,4
Antti+Häkkinen,2
Hirokazu+Tanimoto,1
Nina V.+Vysotina,2
Bernhard+Stöger,2
Dennis+Kuhl,1
Jens Beyer+Nielsen,1
Yukinori+Yoshimura,7
Jan+Chwedeńczuk,8
Anurag+Tripathi,8
Hajime+Nagata,1
Kenji+Iwase,3
Mehmet+Egilmez,1
Angelo+Vargas,2
William R.+Meier,2
Hiroshi+Ito,14
Beatriz+Noheda,5
Dmytro+Sysoiev,1
Jose P.+Mestre,3
Martin+Bees,1
Helmut+Schultheiss,2
Ayato+Iyama,4
Kenzo+Kitayama,1
Mathias+Hummel,1
Yuqiang+Wu,1
Pierre+Ronceray,2
Liesbeth+Vanherpe,2
Paolo+Ranzieri,1
Elizabeth J.+Waters,1
Rajiv+Jaini,1
Leon+Madansky,19
J. Scott+Berg,4
Dénes Lajos+Nagy,1
H. Abu+Kassim,1
Masao+Nakao,5
Elena+Gubankova,4
Fiona A. C.+Polack,1
Natalie+Preissler,1
Shankar+Mukherji,4
Vanessa+Casagrande,1
Bernhard+Blättel,2
Pietro+Speziale,1
Aldo+Di Carlo,13
Måns+Ehrenberg,2
Lawrence L.+Lohr,2
Patricio S.+Letelier,46
Pradip N.+Ghosh,5
Yuriy+Ivanov,1
Slobodan+Milošević,1
Sylvain+Ladame,1
Peter+Huck,1
Ooshida+T.,1
Julia+Mikhailova,1
Noel+Clark,4
Zachary L.+Newman,1
Christine+Mottet,3
Satyam+Mukherjee,5
Jaromír+Fiurás̆ek,1
Gianluca+Marcelli,4
Timothy C.+Newell,1
Jacek+Karwowski,3
Umesh K.+Yadav,2
Pier-Stefano+Corasaniti,6
Jesko+Sirker,9
C. Ozkan+Loch,1
H. Peter+Lu,2
Andrii+Neronov,3
James R.+Simanton,5
Munenori+Mizuta,1
Rei+Sasaki,1
Aneta+Wojnar,1
Antoine+Triller,4
Boris+Shraiman,2
Victor+Steinberg,69
Jerzy+Górecki,1
Félicien+Schopfer,3
Chiara+Stevanato,1
Phuti E.+Ngoepe,1
Damien+Gendron,2
Guillermo+Palacio,1
Edwin+Antillon,1
Saša+Bajt,3
Annika+Völl,1
Maris+Tamanis,1
Rodrigo+Delgadillo-Blando,1
Mohamad-Assaad+Mawass,2
Stergios+Piligkos,3
Hemalatha+Annepu,1
Mojtaba+Farmanbar,3
Beate+Paulus,19
Karl-Ludwig+Oehme,2
Peter+Tidemand-Lichtenberg,2
Marc-Felix+Otto,2
Nikola+Batina,2
Marko+Jagodić,1
Arnaud+Landragin,1
Joel A.+Berger,2
Ruirui+Chen,1
Marija+Kosec,1
Motohiro+Nakano,3
Kathrin A.+Hochmuth,3
Margrethe A.+Nelson,1
Fabrizio+Nichele,6
Mykola+Saporoschenko,3
Akihito+Naito,1
Behzad+Khanaliloo,2
Masato+Nakajima,3
Koen+Verheyden,1
Alberto+d’Onofrio,5
Svenja+Bäßler,1
Kwanpyo+Kim,2
Cristina Alvarez+Diez,1
Steven+Isabelle,1
Guido+Burmeister,2
Muslim+Dvoyashkin,1
Toshihiro+Kuge,1
Benoit+Roubert,2
Cristian L.+Cortes,1
Eduardo+Mancini,1
Bernardo J.+Murta,1
Neil M.+Mulchan,1
Marianne+Lapierre-Léonard,2
Hüseyin+Yilmaz,2
Vitorio A.+De Lorenci,5
Raymund+Sänger,2
Albrect+Rosenhauer,1
Afsar+Abbas,5
Kyungrock+Paik,1
Markus+Saltzer,2
Fabian+Essler,2
Difei+Li,1
Manuel+Heilmann,2
Kazutoshi+Iwamoto,1
Bjorn+Vermeersch,4
Stefano M.+Cavaletto,4
Werner P.+Wolf,1
Francisco+Jiménez-Morales,1
José R.+Crespo López-Urrutia,7
Vandana+Kurkal-Siebert,1
Ingrid+Daubechies,2
Erwin P.+van der Poel,3
Nathan K.+Langford,5
Miok+Park,3
Kazushi+Terada,1
Hiromichi+Goko,2
Christian S.+Reyerson,1
Kazufumi+Takahashi,3
James A.+Stevenson,1
Narumi+Watanabe,1
Janusz+Budzioch,1
Jakob Rosenkrantz+de Lasson,1
Hipolito+Garcia-Gracia,2
Bernard+Gondran,1
Sergi+Pino,1
Matthias+Eltschka,1
Scott M.+Brombosz,1
Arnold+Leitner,1
Henrik+Junklewitz,1
Saki+Ogawa,1
Paolo+Cinquegrana,2
Jonathan A.+Gross,2
Johannes+Weertman,1
Arnout+Ceulemans,5
Eldad+Gal-Ezer,1
Xiongce+Zhao,3
Jens+Becker,1
Hongping+Xiang,4
Jake+Cotton,1
Tetsuya+Enomoto,1
Sergey+Danilkin,6
Anil+Gupta,1
Toshiaki+Ito,3
Martin+Wiemhöfer,1
Bumsoo+Kyung,14
Ulrich+Ratzinger,1
Rüdiger+Eichler,2
José-Manuel+Almudí,1
Antony J.+Mee,1
Sonja+Esch,1
Tobias+Schülli,1
Carolyn K.+Choo,1
Fred T.+Phelps,2
Maja+Rücker,1
William H.+Miller,5
Peter+Virnau,14
Kunimasa+Yamada,1
Saika+Itou,1
James B.+McMonagle,1
Eduardo+Cabrera,7
Kaelig+Castor,1
Christoph+Richter,1
Felix+Gunkel,2
Carola+Straßer,1
Armen N.+Kocharian,1
Jeffrey A.+Ketterling,2
Maxim S.+Syrchin,2
Fortunato+Neri,2
Doron+Naveh,6
Carlton+DeTar,1
Marek+Wójcik,2
M. Rauf+Gungor,3
Niels H.+Jensen,1
Frank+Hoyt,2
Per+Amund Amundsen,1
Kacper+Zalewski,1
Giovanni+Falcone,3
Saulius+Marcinkevičius,1
Matthew A.+Kohlmyer,3
Kenneth L.+Graham,3
Sabina H.+Huttner,1
Oldřich+Novotný,4
Timothy J.+Sommerer,1
Yafei+Ren,3
Miguel+Sancho,4
Qingnan+Meng,1
Jonas+Lundberg,1
Fabio+Vaianella,2
Daisuke+Sugino,2
Massimo+Sparpaglione,2
Michael+Loverude,1
Armin+Rettenberger,2
Philippe+Lerch,1
Kimberly L.+Weirich,1
Hachem+Sidi Ammi,1
Reinhard+Tidecks,1
Nidhi+Joshi,2
Allison+McCarn,1
Takenobu+Nakamura,4
Piotr+Warchoł,4
Mostafa+Fatemi,2
Christine C.+Dantas,3
Inga+Potapova,1
Peter+Kazansky,1
Hiroshi+Uchiyama,4
Keiichi+Nishimura,5
Horace A.+Howe,2
Massimo+Faetti,1
Norman+Sanford,1
Mariano J.+Salvay,6
R. Bechara+Muniz,1
Dmitri O.+Dubinin,1
Pierre-Eymeric+Janolin,3
M. Sajjad+Zahir,7
Olivier+Marre,1
Amitabh+Bansal,1
Howard M.+Wiseman,30
Barry+Merriman,4
Ramon+Corbalan,1
Johanna+Erdmenger,11
Danka B.+Stojanović,1
Chris S.+Smith,2
Shigeru+Okada,2
Conrad J.+Burden,4
Cédric+Tassel,1
Stefan+Schäfer,2
Adam+Wax,1
Nils+Schindzielorz,1
Tobias+Breuer,1
Aditi S.+Rao,1
Diego+Kramer,1
Kieran+Craig,2
Gustavo E.+López,1
Franck+Para,1
Bharat K.+Sharma,2
Scott R.+Manalis,2
Sachiko+Oshima,2
MD Razikul+Islam,1
Timothy J.+Davis,1
Andrea+Franchi,1
Karmela+Padavić,2
Behram+Kursunoǧlu,2
Tracey D.+Chaplin,1
Barnett+Kramer,1
Geetha+Gopakumar,9
Yuta+Okubo,1
Taras+Verkholyak,10
Federico+Pevere,1
François+de Bergevin,3
Maureen+Tay,1
Karim+Benabed,3
Alexei+Bazavov,10
Konstantin Yu.+Kazakov,1
Markus+Meinert,8
Guichuan+Xing,2
Laila D.+Kazimierski,1
Christian+Sanner,3
K. Al+Naimee,1
James R.+Chapman,2
Marjolein N.+van der Linden,1
Pavel+Lukashev,5
Sandeep N.+Chaube,1
Yutaka+Majima,3
Sergei A.+Boronin,1
Luis+Morales-Inostroza,2
Emmanuel+Centeno,9
Tatiana G.+Prokhorova,1
Janez+Stepisnik,1
Uros̆+Seljak,2
Nickolay+Golego,1
Kenneth G.+McKay,10
Yuko+Aoyanagi,3
Kanchan+Kumar Patra,1
Marshall B.+Field,4
Akihiro+Tomita,1
Irving P.+Herman,21
Pascal+Simon,53
Denis+Polezhaev,2
Ivan C. H.+Liu,1
Giuliano+Panico,2
Amarjeet+Singh,1
Malte+Behrmann,5
Noboru+Wada,1
Timothy J.+Prior,1
Ariel+Sigler,1
Frank+Jenko,6
Michael+Fraser,1
Adam+Frees,1
Anais+Smailagic,4
Mirosław+Bylicki,7
Lucas O.+Wagner,7
Arnold+Rosenblum,10
Michael R.+Gorman,1
Sven+Bergmann,6
Gregory+Riviello,5
Ralph M.+DeVries,1
Wulf+Wulfhekel,14
Eduardo+Paez,2
Alain+Molinari,1
Keisuke+Tomiyasu,6
Lanhong+Dai,1
Filippo+de Lillo,1
J. Tinka+Gammel,21
Tomasz+Tkocz,1
Hiroyuki+Shiomi,1
Mahmoud+Eddrief,1
Scott+Richey,1
Doewon+Park,1
Zeeshan+Ahmad,1
Michael J.+Leone,2
James E.+Hammerberg,1
Semih+Cakmakyapan,1
Stephan+Kogitz,1
William+Goff,2
Fabien+Montel,3
Walter V.+Pogosov,1
Lisa L.+Everett,17
Michael C.+Wittmann,13
Charles L.+Cleveland,5
Debjit+Roy,1
Frédéric+Ginovart,1
José L.+Feijoo,1
Risto+Tammelo,8
Galal A.+Al-Akhaly,1
Masayasu+Harada,56
Sylvain+Ravy,14
Rolf+Jakoby,2
Zénó+Farkas,3
Martin+Fruhnert,2
Michel+Gross,3
Helena+Levola,1
Miguel A. F.+Sanjuan,1
Giorgio+Palma,1
Bernhard+Kaiser,2
Futoshi+Shimizu,1
Andrei V.+Naumov,1
Michael+Rohlfing,51
Michael+Coughlin,10
Soumitra+Sengupta,1
Ludovic+Howald,1
Michael E.+Lundy,1
Ralf+Ulrich,1
Diego F. M.+Oliveira,2
William E.+Metzenthen,1
Pierre+Turq,1
Pascal+Richet,3
Noriyuki+Shimakura,1
Martin+Pohl,1
Sherry J.+Yennello,2
Helena+Caldeira,1
Jeffrey+Winicour,36
Jeremy M. D.+Kowalczyk,4
Sabyasachi+Paul,1
Chanh Q.+Tran,6
Frederico V.+Prudente,1
Ryugo+Tero,1
Mikhail+Vasnetsov,1
Aleksander E.+Filippov,4
José L.+Vega,1
Fabio+Variola,1
Kerstin+Andersson,1
Parul+Rastogi,2
Davide+Marenduzzo,6
BaoFa+Zhang,1
Michel+Obolensky,1
Arvind+Raviswaran,2
Hiroaki+Okagawa,1
Frank+Jülicher,48
Igor+Jex,14
Nilotpal+Ghosh,3
Sergio+Stizza,1
Wolfgang+Kamke,1
Laura M.+Luther,1
Julie+Schell,2
Marcus A. C.+Torres,2
Alexey+Vladimirov,3
Haoping+Zheng,3
Julia+Wildeboer,5
Kinjalk+Lochan,12
Jonathan Avner+Rothschild,1
Rahul+Nandkishore,30
Percy H.+Carr,2
Khandker A.+Muttalib,1
Alireza+Behtash,2
Zarko+Tasev,2
Lisa L.+Laurent,2
Paz+Vaqueiro,3
Vitaly+Kresin,7
Paweł+Potasz,1
Konrad+Osterwalder,1
Olivier+Gagnon,1
Andraž+Krajnc,1
Alberto+Sonnino,3
Michael W.+Price,1
Siegrid+Löwel,1
Arkadi V.+Chipouline,1
Claude+Tremblay,1
KASHYAP V.+VASAVADA,4
Koichi+Kakimoto,1
Jesko+Brudermann,1
William W.+Lee,2
Cesar+Barbero,4
Leonid I.+Manevitch,8
Arcady+Pikovsky,1
Dmitry I.+Kopelevich,7
Wim+Coene,1
Alejandro+Jara,1
Jake+Amonette,2
Tomoyasu+Hiramatsu,1
Hiroshi+Numakura,2
Matthew C.+Ferrarelli,1
Eduardo+Mendez-Villuendas,2
Ilya A.+Gruzberg,10
William D.+Urry,2
Harshawardhan+Wanare,12
Daniele+Tommasini,10
Avishay+Yaniv,5
Sayatnova+Tamaryan,6
Magnus+Bergh,3
Harry C.+Lipson,2
Frank H. L.+Koppens,1
Nagendra+Singh,3
Jouni+Suhonen,11
Jeongseog+Lee,1
Katharina+Zeuner,1
Hitoshi+Asakawa,1
Samer+Banna,2
Takashi+Kambe,13
Jaime+Silva,1
Hugo+Frederich,1
Bjorn+Garbrecht,1
Marin-Slobodan+Tomaš,1
Julia+Thom,1
Per-Anker+Lindgård,31
Tommaso+Coletta,7
Eiichi+Goto,3
Fred H.+Pollak,58
Raouf+Barboza,1
Nicola+Scaramuzza,2
Fabrizio M.+Alves,2
Chihiro+Masuda,1
Frederic J.+Rachford,2
Olga M.+Lavrenteva,3
Yannick+Gillet,2
Martin J.+Blunt,12
Gabriele+Veneziano,3
Martin+Gelbert,1
Gregor+Jundt,1
Marc A.+Verschuuren,1
Kenneth+Street,4
Milenko+Halat,1
Colin J.+Kennedy,5
Eujin+Um,1
Kostya+Khanin,1
Vinod+Prasad,2
Pablo+Cobelli,2
Ivan+Kupčić,3
Gastón+Garbarino,1
Kumarappan+Kumar,1
Deepak+Dhar,45
Raúl+Rodríguez-Berral,1
Hamid A.+Abderrahmane,1
Sho+Nogamine,2
Emmanuel+Schertzer,1
Tom E.+Stone,2
Shinya+Sawada,1
Orazio+Descalzi,20
Ulrike+Woggon,14
C. Parks+Cheney,2
Serkan+Erdin,7
Daisuke+Sato,3
Masanori+Igarashi,1
Ekaterina S.+Belonogaya,1
Rahman+Tashakkori,1
Tomoya+Nozue,1
Roni+Ilan,11
Pavlo+Mikheenko,1
Cédric+Gobin,1
Achim+Kempf,30
Hyoungjeen+Jeen,4
György J.+Kovacs,1
Tobias+Otto,1
Alberto+Ubaldini,1
Lixia+Tian,1
Kazuhiro+Hara,3
Phillial+Oh,19
Sergey+Seletskiy,1
Frederik+Beaujean,1
Shigemasa+Matsuo,5
Ivo+Grosse,7
Miwa+Sato,1
Devesh+Ranjan,5
Koji+Saito,1
Dardo+Goyeneche,5
Megan C.+Engel,1
Nir+Sapir,2
Steve+Savoy,1
Animesh+Mukherjee,5
Cristian+Mocuta,3
Denis+Zorinets,1
Marko+Medenjak,1
Flemming+Jensen,1
Alojz F.+Kodre,1
Carolina+Adamo,5
Ansgar+Kirchner,1
Haydar+Uncu,1
T. Randall+Lee,1
Motoki+Yamada,2
Kazuhiko+Kamikado,2
Andreas+Hanke,10
Amit+Verma,1
Harald+Kallabis,3
Menahem+Levine,1
Kenyon C.+Hammack,4
Jules+Dupire,1
Peter+Reineker,13
Aditya+Aravind,4
Naoki+Hosoya,1
Floyd N.+Coppage,2
Lucía+Fonseca,1
Sofyan+Iblisdir,3
Charlotte Meaker+Davisson,3
Joshua V.+Ross,1
Solmar+Varela,1
Carlos C.+Becerra,1
Omeed+Paydar,1
Jianpu+Wang,2
Dalila+Elhmaidi,1
Yael+Klein,1
Lloyd H.+Shaffer,2
Leonor+Cruzeiro-Hansson,3
Ulrike+Romatschke,1
Pierre+Corfdir,7
Johannes S.+Hofmann,2
Amiram+Hochberg,1
Katie E.+Leonard,3
Mohammed A.+Sheikh,1
Tsuyoshi+Sueno,1
Siegfried+Hess,30
Mayumi+Yakiyama,1
Lars+Pastewka,12
Philipp+Baerwald,2
Tetsuya+Takeuchi,5
Andrés+Cuevas,1
Jueping+Liu,6
Andreas+Götzendorfer,3
Élise+Lorenceau,3
Gaohua+Zhu,2
Dwight+Renfrew,3
Salvatore+Mignemi,12
Philip M.+Morse,40
Kenneth H.+Schatten,3
Paola+Londei,1
Vincent R.+Overbeck,1
Sándor+Varró,1
Federica+Fabrizi,2
Heman+Gharibnejad,1
Jacques+Demers,1
Karol+Makuch,1
Marcello+Calvanese Strinati,2
Radheshyam+Banerjee,1
Daiki+Tanaka,3
Gordana+Laštovička-Medin,1
Dorothea+Schumann,2
Enrique+Muñoz,9
William+López-Pérez,1
Charles H.+Ahn,5
M. Grayson+Alexander,2
Tony+Dorlas,2
Lucy J.+Oblonsky,1
Akira+Terakawa,1
Klaus H.+Berkner,22
Fernando J.+López,1
Hideki+Ushio,2
Vladimir+Golovanov,1
Sonja+Mayer,1
Julien+Salomez,1
Feodor+Hilitski,1
Sibel+Korkut,2
Gunther+Springholz,6
Álvaro+de la Cruz-Dombriz,7
Kedarnath+Kolluri,3
Michael H.+Freedman,3
Sandor+Caplan,2
Péter+Horváthy,1
James W.+Swan,1
Koichi+Fujimoto,1
Ulrich+Streppel,2
Jack W.+Patrick,1
Michael McNeil+Forbes,18
Wojciech+Satuła,6
Marie+Le Merrer,5
Tobias+Sonnleitner,1
Niels+Maire,1
Susannah M.+Dickerson,3
Victoria+Castells,2
Pablo O.+Vaccaro,1
Masahiro+Kanai,3
Kirill I.+Bolotin,1
James+Whitenton,1
Fernando+Alonso-Marroquin,2
Mehdi+Neek-Amal,1
Todd J.+Taylor,1
Walter A.+Fraser,2
Kenneth R.+Swinney,1
Tiequn+Qiu,1
Jack H.+Freed,1
Bernhard+Vögeli,1
Volodymyr+Chelnokov,1
Kamil+Fedus,3
Kyosuke+Ono,1
Sebastián+Gómez,2
José Guilherme+Milhano,4
Antonia+Neels,1
Amós+Troper,4
Falah S.+Hasoon,1
Kajia+Yuan,7
Tomokazu+Yasuike,9
Gervasi+Herranz,2
Leci+Flepp,1
Atsushi+Yabuuchi,1
Josep+Triginer,4
Sabina+Caneva,1
Ondrej L.+Krivanek,1
Antonio+de Candia,7
Alon+Hoffman,4
Donald A.+Jacobson,2
Hidefumi+Nomura,3
Audun+Bakk,2
Pascal+Ferstl,1
Arcadi+Santamaria,8
Randall+Morris,1
Goro+Isoyama,1
Hyoungki+Park,4
Parvendra+Kumar,7
Haoxiang+Zhang,1
Oleg+Prezhdo,2
Younghyun+Kim,8
Valentin+Niess,1
FRANKLIN A.+MODINE,2
Luis+Faria-Busto,1
Premila+Mohan,1
Anna+Pappa,7
Suzanne+Foley,1
Per+Kraus,17
Emmanuelle+Pauliac-Vaujour,1
Jan+Jakubek,1
