Paper,Gender,NumberOfCitations
10.1103/PhysRevD.34.2080,f,2
10.1103/PhysRevD.84.064031,m,0
10.1103/PhysRevLett.15.825,m,72
10.1103/PhysRevPhysEducRes.12.020116,f,0
10.1103/PhysRevLett.29.1708,m,8
10.1103/PhysRevA.54.182,m,21
10.1103/PhysRev.72.353,m,1
10.1103/RevModPhys.76.663,m,192
10.1103/PhysRevA.81.060304,m,0
10.1103/PhysRevD.48.1530,m,13
10.1103/PhysRev.138.A422,m,5
10.1103/PhysRevA.78.013820,m,3
10.1103/PhysRev.187.161,m,6
10.1103/PhysRev.74.1743,m,18
10.1103/PhysRevD.93.065041,m,0
10.1103/PhysRevA.6.1013,m,27
10.1103/PhysRevB.3.4330,m,0
10.1103/PhysRevB.74.094501,m,3
10.1103/PhysRev.60.743,m,1
10.1103/PhysRevD.11.361,m,2
10.1103/PhysRevE.93.013125,m,0
10.1103/PhysRevLett.24.1409,m,10
10.1103/PhysRevA.44.3673,f,12
10.1103/PhysRevD.9.275,m,1
10.1103/PhysRevD.90.114007,f,6
10.1103/PhysRevD.81.043513,m,0
10.1103/PhysRev.29.677,m,3
10.1103/PhysRev.140.B908,m,3
10.1103/PhysRevD.31.2100,m,2
10.1103/PhysRev.62.280,m,5
10.1103/PhysRevE.84.051104,m,0
10.1103/PhysRev.88.573,m,3
10.1103/PhysRev.176.1554,m,0
10.1103/PhysRevB.34.5691,m,4
10.1103/PhysRevD.60.104052,m,52
10.1103/PhysRevA.41.4298,m,1
10.1103/PhysRev.78.40,m,13
10.1103/PhysRevD.71.023520,m,4
10.1103/PhysRevE.88.063101,m,0
10.1103/PhysRev.111.362,m,109
10.1103/PhysRevB.66.104505,m,35
10.1103/PhysRevD.44.3356,f,3
10.1103/PhysRevB.86.075444,m,1
10.1103/PhysRevD.5.1472,m,2
10.1103/PhysRev.76.121,m,13
10.1103/PhysRevA.58.4981,m,0
10.1103/PhysRevE.80.030107,m,0
10.1103/RevModPhys.23.90,m,10
10.1103/PhysRevA.90.012333,m,1
10.1103/PhysRevE.82.041922,m,0
10.1103/PhysRevC.14.753,m,5
10.1103/PhysRevB.50.17670,m,1
10.1103/PhysRevB.52.1017,m,5
10.1103/PhysRev.132.228,m,4
10.1103/PhysRevE.79.041140,f,4
10.1103/PhysRev.115.1730,m,0
10.1103/PhysRevD.69.033005,m,23
10.1103/PhysRevD.31.1992,m,1
10.1103/PhysRevC.56.1751,m,2
10.1103/PhysRevA.67.012323,f,6
10.1103/PhysRevD.93.055016,m,27
10.1103/PhysRevD.42.216,m,1
10.1103/PhysRevA.51.3347,m,11
10.1103/PhysRevD.40.1002,m,25
10.1103/PhysRevE.51.4369,m,1
10.1103/PhysRevD.16.196,m,8
10.1103/PhysRevLett.2.336,m,0
10.1103/PhysRevA.87.062320,m,3
10.1103/PhysRev.106.1271,m,8
10.1103/PhysRevB.61.7316,m,2
10.1103/PhysRevD.73.104020,m,1
10.1103/PhysRevD.57.3365,m,1
10.1103/PhysRevC.88.024911,m,28
10.1103/PhysRevD.55.3346,m,39
10.1103/PhysRevLett.70.3680,m,20
10.1103/PhysRevLett.40.1656,m,8
10.1103/PhysRevD.15.2409,m,1
10.1103/PhysRev.111.1417,m,13
10.1103/PhysRevD.20.2953,m,7
10.1103/PhysRevD.78.013002,m,3
10.1103/PhysRevD.93.054010,m,0
10.1103/PhysRevLett.109.180502,m,11
10.1103/PhysRevLett.75.3214,m,24
10.1103/PhysRevA.77.063824,m,6
10.1103/PhysRevSTAB.3.124201,m,2
10.1103/PhysRevD.36.2854,m,3
10.1103/PhysRev.119.815,m,3
10.1103/PhysRevD.64.085002,f,1
10.1103/PhysRev.90.120,m,47
10.1103/PhysRevD.2.2426,m,2
10.1103/PhysRevA.36.665,m,2
10.1103/PhysRevD.85.103526,m,1
10.1103/PhysRevB.6.902,m,6
10.1103/PhysRev.39.913,m,1
10.1103/PhysRevB.84.085451,m,4
10.1103/PhysRev.86.807,m,18
10.1103/PhysRevD.39.3571,m,22
10.1103/PhysRevD.68.024029,m,11
10.1103/PhysRevB.26.1352,m,21
10.1103/PhysRevE.53.6450,m,2
10.1103/PhysRevD.81.063509,m,1
10.1103/PhysRev.183.1221,m,9
10.1103/PhysRevD.15.132,m,2
10.1103/PhysRevD.28.2104,m,1
10.1103/PhysRevE.58.2107,m,15
10.1103/PhysRevB.31.1715,m,0
10.1103/PhysRevA.67.032108,m,11
10.1103/PhysRev.43.771,m,6
10.1103/PhysRevD.91.105016,m,3
10.1103/PhysRevD.55.1109,m,0
10.1103/PhysRevA.77.022326,m,0
10.1103/PhysRevE.93.012133,m,1
10.1103/PhysRevLett.28.1512,m,11
10.1103/PhysRevLett.79.2608,m,18
10.1103/PhysRevE.52.2045,f,4
10.1103/PhysRevC.91.044910,m,5
10.1103/PhysRevLett.56.2432,m,1
10.1103/PhysRev.133.A182,f,1
10.1103/PhysRevC.58.3641,m,6
10.1103/PhysRevD.61.104001,m,9
10.1103/PhysRevE.62.8834,m,1
10.1103/PhysRev.58.1078,m,1
10.1103/PhysRevA.88.013623,m,9
10.1103/PhysRevLett.1.97,m,20
10.1103/PhysRevE.71.011102,m,2
10.1103/PhysRevB.35.7113,m,1
10.1103/PhysRev.136.A243,m,2
10.1103/PhysRevE.89.042106,m,0
10.1103/PhysRevLett.73.1304,m,0
10.1103/PhysRevC.84.024317,f,0
10.1103/PhysRevD.92.013007,m,0
10.1103/PhysRevLett.105.261601,m,5
10.1103/PhysRevA.58.5008,m,1
10.1103/PhysRev.109.487,m,0
10.1103/PhysRevB.7.1712,m,1
10.1103/PhysRev.80.299,m,8
10.1103/PhysRevE.76.031126,m,2
10.1103/PhysRevA.94.022306,f,0
10.1103/PhysRevLett.70.627,m,19
10.1103/PhysRev.21.419,m,51
10.1103/PhysRevSTAB.10.064203,m,2
10.1103/PhysRevB.47.13007,m,10
10.1103/PhysRev.19.433,m,1
10.1103/PhysRevE.73.061915,m,13
10.1103/PhysRevLett.66.1555,m,5
10.1103/PhysRevA.44.R4089,m,1
10.1103/PhysRevD.56.4675,m,0
10.1103/PhysRev.34.1148,m,3
10.1103/PhysRevA.32.3618,m,1
10.1103/PhysRevA.8.3032,m,2
10.1103/PhysRev.134.A367,m,11
10.1103/PhysRevE.76.016405,m,5
10.1103/PhysRevC.5.275,m,5
10.1103/PhysRevD.69.043508,m,40
10.1103/PhysRevD.46.R1924,m,8
10.1103/PhysRevE.66.032101,m,2
10.1103/PhysRevD.46.1239,m,3
10.1103/PhysRevLett.75.1795,m,18
10.1103/PhysRevD.26.2833,m,2
10.1103/PhysRevLett.65.2881,m,17
10.1103/PhysRevD.83.105022,m,15
10.1103/PhysRevLett.6.641,m,53
10.1103/PhysRevE.93.052136,m,0
10.1103/PhysRevE.93.063301,m,0
10.1103/PhysRevLett.86.943,m,6
10.1103/PhysRevE.51.R3819,f,7
10.1103/PhysRev.98.1470,m,3
10.1103/PhysRevB.24.5410,m,5
10.1103/PhysRevA.24.1167,m,71
10.1103/PhysRevLett.27.567,m,7
10.1103/PhysRevB.85.144510,m,3
10.1103/PhysRevA.92.061602,m,1
10.1103/PhysRev.62.434,m,0
10.1103/PhysRevD.60.053007,m,7
10.1103/PhysRevLett.115.127204,m,2
10.1103/PhysRevD.82.044017,m,12
10.1103/PhysRev.87.1075,m,30
10.1103/PhysRev.118.644,m,34
10.1103/PhysRevB.81.245106,m,0
10.1103/PhysRevE.85.046704,m,1
10.1103/PhysRevB.18.945,m,6
10.1103/PhysRevC.39.284,m,5
10.1103/RevModPhys.34.723,m,37
10.1103/PhysRevB.71.235208,m,0
10.1103/RevModPhys.50.221,m,235
10.1103/PhysRev.131.777,m,2
10.1103/PhysRev.134.B1219,m,6
10.1103/PhysRevB.26.5993,m,7
10.1103/PhysRev.118.866,m,7
10.1103/PhysRevD.84.036008,m,4
10.1103/PhysRevLett.25.903,m,15
10.1103/PhysRevE.51.499,m,4
10.1103/PhysRevLett.84.2845,m,0
10.1103/PhysRevA.83.052103,m,3
10.1103/PhysRev.140.A26,m,24
10.1103/PhysRevLett.100.255901,m,6
10.1103/PhysRevC.50.2815,m,4
10.1103/PhysRevB.16.2437,m,124
10.1103/PhysRevE.93.052126,m,0
10.1103/PhysRevLett.68.2977,m,12
10.1103/PhysRev.182.97,m,51
10.1103/PhysRevB.53.8469,m,12
10.1103/PhysRevE.56.2540,m,0
10.1103/PhysRevA.31.1929,m,2
10.1103/PhysRev.76.1376,m,30
10.1103/PhysRevB.9.5077,m,45
10.1103/PhysRev.135.A1002,m,8
10.1103/PhysRevLett.77.775,m,7
10.1103/PhysRevD.68.015001,m,3
10.1103/PhysRevLett.25.792,m,4
10.1103/PhysRevD.83.114002,m,2
10.1103/PhysRevB.82.014427,f,3
10.1103/PhysRev.104.857,m,4
10.1103/PhysRev.148.108,m,3
10.1103/PhysRev.52.872,m,12
10.1103/PhysRevLett.41.177,m,10
10.1103/PhysRevB.48.10097,m,0
10.1103/PhysRevB.8.1656,m,1
10.1103/PhysRevB.44.5362,m,9
10.1103/PhysRevE.82.031303,m,0
10.1103/PhysRevLett.19.1288,m,2
10.1103/PhysRevE.55.3647,m,1
10.1103/PhysRevA.79.053855,m,1
10.1103/PhysRevA.9.530,f,2
10.1103/PhysRevE.70.016120,m,3
10.1103/PhysRevB.57.8801,m,2
10.1103/PhysRevD.5.733,m,0
10.1103/PhysRevD.49.6354,m,11
10.1103/PhysRevD.64.024007,m,13
10.1103/PhysRevA.87.022112,m,4
10.1103/PhysRev.61.671,m,1
10.1103/PhysRev.75.1532,f,11
10.1103/PhysRevD.31.442,f,0
10.1103/PhysRev.24.168,m,6
10.1103/PhysRev.74.489.2,m,1
10.1103/PhysRevLett.102.046403,m,11
10.1103/PhysRevE.59.R24,m,2
10.1103/PhysRevC.89.024913,m,3
10.1103/PhysRev.110.670,m,8
10.1103/PhysRev.142.1025,m,32
10.1103/PhysRevD.67.105005,m,2
10.1103/PhysRevD.13.1268,m,1
10.1103/PhysRevD.54.5280,m,0
10.1103/PhysRev.48.573,m,5
10.1103/PhysRevE.69.026103,f,5
10.1103/PhysRev.153.547,m,2
10.1103/PhysRev.110.988,m,7
10.1103/PhysRev.88.242,m,4
10.1103/PhysRevD.84.104024,m,3
10.1103/PhysRevD.8.4639,m,1
10.1103/PhysRevD.63.043009,m,12
10.1103/PhysRevD.79.055007,f,12
10.1103/PhysRevLett.93.098701,m,54
10.1103/PhysRev.111.1333,m,10
10.1103/PhysRev.129.2503,m,33
10.1103/PhysRevB.87.075409,m,1
10.1103/PhysRevLett.26.1067,m,0
10.1103/PhysRevA.82.012117,f,1
10.1103/PhysRev.29.34,m,7
10.1103/PhysRevE.50.1123,m,1
10.1103/PhysRevD.82.124028,m,0
10.1103/PhysRevE.65.036308,m,2
10.1103/PhysRevD.62.054017,m,43
10.1103/PhysRevLett.18.1178,m,19
10.1103/PhysRevD.74.083003,m,30
10.1103/PhysRevC.62.017601,m,1
10.1103/PhysRevLett.51.853,m,18
10.1103/PhysRev.96.1523,m,4
10.1103/PhysRevA.46.6097,f,6
10.1103/PhysRev.89.1245,m,6
10.1103/PhysRevE.77.062102,m,14
10.1103/PhysRev.154.1358,m,8
10.1103/PhysRevD.54.2964,m,3
10.1103/PhysRevB.44.7163,m,2
10.1103/PhysRevLett.103.176403,m,22
10.1103/PhysRevE.57.7309,m,8
10.1103/PhysRevE.72.066216,m,7
10.1103/PhysRev.40.416,m,4
10.1103/PhysRevA.67.032109,m,2
10.1103/PhysRev.188.221,m,21
10.1103/PhysRevA.81.033620,m,2
10.1103/PhysRevLett.87.231802,m,31
10.1103/PhysRevA.51.1808,f,1
10.1103/PhysRev.164.1241,m,0
10.1103/PhysRevB.77.224102,f,2
10.1103/PhysRevLett.4.380,m,340
10.1103/PhysRevD.37.3049,m,3
10.1103/PhysRevD.17.3032,m,0
10.1103/PhysRevB.6.606,m,42
10.1103/PhysRevLett.62.2937,m,16
10.1103/PhysRevA.85.012324,m,4
10.1103/PhysRev.112.176,f,15
10.1103/PhysRevD.16.1974,m,0
10.1103/PhysRev.76.1288,m,6
10.1103/PhysRevD.61.085009,m,0
10.1103/PhysRevB.30.1992,m,7
10.1103/PhysRev.36.430,m,59
10.1103/PhysRevD.59.055017,m,17
10.1103/PhysRevD.69.084014,m,1
10.1103/PhysRevA.30.1465,m,10
10.1103/PhysRevLett.77.1,m,28
10.1103/PhysRevB.84.214524,m,5
10.1103/PhysRevA.86.022301,m,0
10.1103/PhysRevB.81.155303,m,33
10.1103/PhysRevD.4.1485,m,8
10.1103/PhysRev.53.1021,m,1
10.1103/PhysRevB.75.193302,m,1
10.1103/PhysRevD.74.063509,m,36
10.1103/PhysRevB.8.4209,m,6
10.1103/PhysRevA.52.1909,m,3
10.1103/PhysRevD.80.043001,m,35
10.1103/PhysRevA.50.3486,m,4
10.1103/PhysRevD.39.3458,m,4
10.1103/PhysRevD.81.123502,m,7
10.1103/PhysRev.38.1535,m,8
10.1103/PhysRevD.52.7247,m,1
10.1103/PhysRevB.60.4018,m,1
10.1103/PhysRevE.69.028401,m,2
10.1103/PhysRevA.67.022314,m,20
10.1103/PhysRev.62.166,m,0
10.1103/PhysRev.116.565,m,16
10.1103/PhysRevD.69.091501,m,17
10.1103/PhysRevC.81.055212,m,1
10.1103/PhysRevD.82.065007,m,2
10.1103/PhysRevD.87.065025,m,3
10.1103/PhysRevD.70.089902,m,13
10.1103/PhysRevC.75.024907,m,10
10.1103/PhysRev.41.679.2,m,1
10.1103/PhysRev.93.901.2,m,0
10.1103/PhysRevD.15.2341,m,2
10.1103/PhysRevB.25.157,m,15
10.1103/PhysRev.101.286,m,16
10.1103/PhysRevE.70.055201,m,18
10.1103/PhysRevD.14.972,m,0
10.1103/PhysRevD.92.044006,m,0
10.1103/PhysRevE.92.012106,m,4
10.1103/PhysRevB.58.15909,m,1
10.1103/PhysRevD.55.6155,m,8
10.1103/PhysRevA.35.218,m,10
10.1103/PhysRevD.70.066008,m,6
10.1103/PhysRevB.32.1796,m,17
10.1103/PhysRev.11.337,f,2
10.1103/PhysRevB.67.035412,m,10
10.1103/PhysRevLett.102.070503,m,11
10.1103/PhysRevA.88.062317,m,0
10.1103/PhysRevE.62.4976,m,7
10.1103/PhysRevD.26.2947,m,0
10.1103/PhysRevLett.50.867,m,2
10.1103/PhysRev.68.233.2,m,0
10.1103/PhysRevLett.111.165703,m,0
10.1103/PhysRevB.46.14230,m,1
10.1103/PhysRevE.73.041512,m,13
10.1103/PhysRev.159.726,m,4
10.1103/PhysRevD.91.083509,m,3
10.1103/PhysRevD.59.094022,m,2
10.1103/PhysRevLett.98.022302,m,28
10.1103/PhysRev.104.828,m,0
10.1103/PhysRevB.86.247101,m,3
10.1103/PhysRevD.85.113010,m,1
10.1103/PhysRevD.61.084004,m,88
10.1103/PhysRevE.64.061101,m,1
10.1103/PhysRevD.71.047302,m,10
10.1103/PhysRevB.63.125124,m,9
10.1103/PhysRevLett.21.1159,m,39
10.1103/PhysRevD.59.054007,m,33
10.1103/PhysRevD.91.029902,m,0
10.1103/PhysRevD.10.3956,m,32
10.1103/PhysRevLett.95.245701,m,157
10.1103/PhysRevA.59.3359,m,27
10.1103/PhysRevD.49.6327,m,30
10.1103/PhysRevD.57.1886,m,21
10.1103/PhysRev.107.1025,m,2
10.1103/PhysRevE.48.1744,f,3
10.1103/PhysRev.117.648,m,324
10.1103/PhysRevE.51.5770,m,3
10.1103/PhysRevD.93.063501,m,4
10.1103/PhysRevA.30.1109,m,2
10.1103/PhysRevLett.51.943,m,100
10.1103/PhysRevA.60.3474,m,1
10.1103/PhysRevD.93.035025,m,1
10.1103/PhysRevE.51.4353,m,2
10.1103/PhysRevC.79.055204,m,8
10.1103/PhysRev.109.1458,m,3
10.1103/PhysRevB.59.15160,m,4
10.1103/PhysRevLett.106.130601,m,18
10.1103/PhysRevLett.94.160504,m,22
10.1103/PhysRevD.60.125004,m,4
10.1103/PhysRevD.58.067301,m,17
10.1103/PhysRev.38.2265,m,422
10.1103/PhysRevLett.50.939,m,14
10.1103/PhysRevB.91.144421,f,3
10.1103/PhysRevD.29.2355,m,7
10.1103/PhysRevA.17.399,m,61
10.1103/PhysRevLett.96.044503,m,14
10.1103/PhysRevD.47.648,f,1
10.1103/PhysRevC.56.2326,m,0
10.1103/PhysRevLett.56.476,m,0
10.1103/PhysRevB.60.4240,m,2
10.1103/PhysRevA.93.022504,f,3
10.1103/PhysRevLett.79.217,m,14
10.1103/PhysRev.84.466,m,15
10.1103/PhysRevB.37.9885,m,13
10.1103/PhysRev.163.552,m,5
10.1103/PhysRevB.8.4475,m,0
10.1103/PhysRevD.68.054011,m,0
10.1103/PhysRev.140.B85,m,5
10.1103/PhysRev.137.B653,m,4
10.1103/PhysRev.89.16,m,1
10.1103/PhysRevLett.26.1291,f,1
10.1103/PhysRevB.37.891,m,1
10.1103/RevModPhys.29.454,m,126
10.1103/PhysRevB.25.4304,m,4
10.1103/PhysRevD.2.2725,m,0
10.1103/PhysRevB.26.2856,m,1
10.1103/PhysRevD.90.089903,f,1
10.1103/PhysRevE.87.052922,f,2
10.1103/RevModPhys.64.1151,m,4
10.1103/PhysRevC.25.1649,m,0
10.1103/PhysRev.80.27,m,26
10.1103/PhysRevE.65.062101,f,0
10.1103/PhysRevLett.73.3223,m,29
10.1103/PhysRevD.59.074502,m,97
10.1103/PhysRevE.53.5194,m,0
10.1103/PhysRev.186.1678,m,5
10.1103/PhysRevE.51.380,m,3
10.1103/PhysRevA.64.033810,m,0
10.1103/PhysRevD.5.2593,m,1
10.1103/PhysRev.137.A1,m,5
10.1103/PhysRev.124.602,m,1
10.1103/PhysRevE.52.3495,m,21
10.1103/PhysRevLett.71.3842,m,38
10.1103/PhysRevLett.13.643,m,63
10.1103/PhysRevD.89.074012,m,1
10.1103/PhysRev.133.A1334,m,25
10.1103/PhysRevD.77.113014,m,4
10.1103/PhysRevD.71.024002,m,2
10.1103/PhysRevB.41.4827,m,10
10.1103/PhysRevD.70.044029,f,0
10.1103/PhysRevE.62.7797,m,1
10.1103/PhysRevD.44.3001,m,10
10.1103/PhysRev.83.653,m,7
10.1103/PhysRev.46.470,m,7
10.1103/PhysRevLett.32.1373,m,0
10.1103/PhysRev.136.A115,m,8
10.1103/PhysRevD.86.061502,m,29
10.1103/PhysRevE.94.012205,m,0
10.1103/PhysRevLett.84.4017,m,1
10.1103/PhysRevB.58.6716,m,1
10.1103/PhysRevB.94.054436,m,0
10.1103/PhysRev.100.1009,m,1
10.1103/PhysRevE.56.2757,m,5
10.1103/PhysRevC.87.024606,m,8
10.1103/PhysRevLett.15.499,m,7
10.1103/PhysRev.104.1298,m,14
10.1103/PhysRevB.84.134207,m,2
10.1103/PhysRevD.14.1323,m,0
10.1103/PhysRevB.32.2588,m,13
10.1103/PhysRevE.50.3116,m,3
10.1103/PhysRev.37.990,f,1
10.1103/PhysRevB.25.6561,m,0
10.1103/RevModPhys.34.227,m,21
10.1103/PhysRevC.69.034605,m,10
10.1103/PhysRevLett.24.934,m,11
10.1103/PhysRevB.94.085430,m,0
10.1103/PhysRevSTPER.4.020107,f,4
10.1103/PhysRevB.68.241310,m,1
10.1103/PhysRevC.54.R1520,m,0
10.1103/PhysRevA.48.3390,m,3
10.1103/PhysRevB.27.5775,m,10
10.1103/PhysRevB.48.12478,f,0
10.1103/PhysRevD.56.4514,m,21
10.1103/PhysRev.124.1248,m,5
10.1103/PhysRev.72.979,m,20
10.1103/PhysRevE.81.046706,m,1
10.1103/PhysRevD.11.2733,m,1
10.1103/PhysRevA.73.063804,m,19
10.1103/PhysRevD.66.104027,m,3
10.1103/PhysRevC.44.552,m,4
10.1103/PhysRevLett.59.1656,m,1
10.1103/PhysRevLett.74.2184,f,18
10.1103/PhysRevD.16.690,m,1
10.1103/PhysRevA.9.360,m,64
10.1103/PhysRevLett.63.334,m,2
10.1103/PhysRevB.75.107401,m,1
10.1103/PhysRevB.59.661,m,0
10.1103/PhysRevD.38.2979,m,1
10.1103/PhysRevB.72.115103,m,18
10.1103/PhysRevD.50.5865,m,0
10.1103/PhysRevLett.10.206,m,9
10.1103/PhysRev.131.440,m,157
10.1103/PhysRevD.70.124004,m,0
10.1103/PhysRevD.26.1817,m,325
10.1103/PhysRevLett.66.2197,m,9
10.1103/PhysRevD.89.085042,m,1
10.1103/PhysRevD.78.064035,m,20
10.1103/PhysRevA.14.1781,m,0
10.1103/RevModPhys.35.690,m,14
10.1103/PhysRevB.18.3163,m,3
10.1103/PhysRevD.22.2100,m,1
10.1103/RevModPhys.35.973,m,0
10.1103/PhysRevB.47.6765,m,0
10.1103/PhysRevD.58.102001,m,2
10.1103/PhysRevD.37.2369,m,8
10.1103/PhysRevB.46.10457,m,5
10.1103/PhysRevB.24.1205,m,2
10.1103/PhysRevB.81.155415,m,2
10.1103/PhysRevB.64.153408,m,12
10.1103/PhysRev.139.A104,m,79
10.1103/PhysRevD.48.2152,m,1
10.1103/PhysRevLett.10.159,m,540
10.1103/PhysRevE.55.3878,m,3
10.1103/PhysRevA.84.052322,m,7
10.1103/PhysRevA.77.045801,m,0
10.1103/PhysRevA.29.3440,f,3
10.1103/PhysRevD.78.102002,f,14
10.1103/PhysRevB.41.2461,m,43
10.1103/PhysRevE.87.014103,m,1
10.1103/PhysRev.126.1127,m,1
10.1103/PhysRevA.38.5440,m,1
10.1103/PhysRevA.43.4780,m,9
10.1103/PhysRevE.80.036706,m,0
10.1103/PhysRevB.72.035117,m,3
10.1103/PhysRevD.82.065012,m,17
10.1103/PhysRevD.66.125011,m,9
10.1103/PhysRevD.80.044013,m,2
10.1103/PhysRevA.89.043604,m,0
10.1103/PhysRev.115.1763,m,17
10.1103/PhysRevE.94.063002,m,0
10.1103/PhysRevLett.89.184103,m,11
10.1103/PhysRev.132.2323,m,5
10.1103/PhysRev.114.786,m,10
10.1103/PhysRevD.26.3141,m,3
10.1103/PhysRevD.45.1163,m,3
10.1103/PhysRevLett.102.199703,m,2
10.1103/PhysRevD.52.2312,m,0
10.1103/PhysRev.152.699,m,9
10.1103/PhysRevA.80.034101,m,2
10.1103/PhysRevA.83.034301,m,2
10.1103/PhysRevLett.93.231101,m,3
10.1103/PhysRevLett.97.182001,m,3
10.1103/PhysRev.4.195,m,3
10.1103/PhysRevE.74.041121,m,1
10.1103/PhysRev.98.1285,m,14
10.1103/PhysRevB.39.3919,m,16
10.1103/PhysRevLett.94.050404,m,4
10.1103/PhysRevLett.67.3804,m,1
10.1103/PhysRevE.71.056210,m,1
10.1103/PhysRev.19.512,m,1
10.1103/PhysRevB.42.6476,m,17
10.1103/PhysRevB.57.5972,m,11
10.1103/PhysRevD.41.2605,m,2
10.1103/PhysRevA.72.053613,m,2
10.1103/PhysRevA.41.4645,m,34
10.1103/PhysRevD.18.2392,m,0
10.1103/PhysRev.94.526,m,22
10.1103/RevModPhys.61.433,m,410
10.1103/PhysRevD.70.023009,m,6
10.1103/PhysRevD.83.023528,m,8
10.1103/PhysRev.126.1899,m,23
10.1103/PhysRevA.42.775,m,1
10.1103/PhysRevB.78.174512,m,6
10.1103/PhysRevD.47.456,m,26
10.1103/PhysRevLett.29.1539,m,1
10.1103/PhysRevD.67.084030,m,7
10.1103/PhysRevB.40.810,f,10
10.1103/PhysRevD.66.024016,m,14
10.1103/PhysRevLett.107.151102,m,7
10.1103/PhysRev.179.1337,m,33
10.1103/PhysRevB.41.776,m,0
10.1103/PhysRevD.30.1349,m,1
10.1103/PhysRevA.41.6676,m,20
10.1103/PhysRevLett.40.980,m,32
10.1103/PhysRevLett.72.1475,m,38
10.1103/PhysRevA.12.1609,m,1
10.1103/PhysRevD.40.2729,f,2
10.1103/PhysRevB.83.115416,m,13
10.1103/PhysRevLett.98.066105,m,1
10.1103/PhysRevB.44.7768,m,1
10.1103/PhysRev.97.434,m,7
10.1103/PhysRevB.24.4959,m,13
10.1103/PhysRev.72.942,m,0
10.1103/PhysRevA.35.4624,m,16
10.1103/PhysRevLett.78.2176,m,6
10.1103/PhysRevB.10.542,m,10
10.1103/PhysRevB.93.245403,m,0
10.1103/PhysRevD.66.104021,m,0
10.1103/PhysRevE.73.041605,m,2
10.1103/PhysRevD.61.036002,m,11
10.1103/PhysRevE.84.061137,m,0
10.1103/PhysRevE.82.026311,m,1
10.1103/PhysRevB.62.11812,m,67
10.1103/PhysRevLett.101.163603,m,14
10.1103/PhysRevE.48.500,f,6
10.1103/PhysRev.186.14,m,1
10.1103/PhysRev.127.1369,m,1
10.1103/PhysRev.128.841,m,7
10.1103/PhysRev.83.866,m,29
10.1103/PhysRevD.12.888,m,0
10.1103/PhysRevD.22.229,m,2
10.1103/PhysRevD.6.3266,m,1
10.1103/PhysRevB.18.6996,m,14
10.1103/PhysRevLett.54.2692,m,149
10.1103/PhysRevE.91.040701,m,1
10.1103/PhysRevE.57.1737,m,14
10.1103/PhysRevLett.94.108001,m,47
10.1103/PhysRevB.57.269,m,7
10.1103/PhysRevD.37.1830,m,25
10.1103/PhysRev.47.947,m,36
10.1103/PhysRev.161.1,m,19
10.1103/PhysRevA.7.242,m,8
10.1103/PhysRevD.53.3902,m,2
10.1103/PhysRev.172.18,m,3
10.1103/PhysRevA.22.706,m,0
10.1103/PhysRevA.47.671,m,17
10.1103/PhysRevE.75.031918,m,1
10.1103/PhysRevA.3.1819,m,3
10.1103/PhysRevB.14.5127,m,6
10.1103/PhysRevE.62.R1,m,8
10.1103/PhysRevE.84.062201,m,0
10.1103/PhysRevA.9.520,m,0
10.1103/PhysRevD.6.2727,m,0
10.1103/PhysRevD.67.083519,m,10
10.1103/PhysRevLett.5.439,m,1
10.1103/PhysRevLett.102.173901,m,0
10.1103/PhysRevE.78.031110,m,1
10.1103/PhysRevE.70.058103,m,1
10.1103/PhysRev.49.401.2,m,6
10.1103/PhysRevA.92.042110,m,2
10.1103/PhysRevLett.93.254301,m,14
10.1103/PhysRevC.69.035204,m,4
10.1103/PhysRev.124.1682,m,5
10.1103/PhysRevE.79.046325,m,0
10.1103/PhysRevC.1.1647,m,3
10.1103/PhysRevD.60.017502,m,6
10.1103/PhysRevD.26.1854,m,0
10.1103/PhysRevA.12.2333,m,4
10.1103/PhysRevSTAB.13.060702,m,0
10.1103/PhysRevLett.63.750,m,4
10.1103/PhysRevD.85.126005,m,1
10.1103/PhysRevLett.54.2576,m,2
10.1103/PhysRevB.44.2861,f,30
10.1103/PhysRevD.88.083524,m,8
10.1103/PhysRevD.86.037501,m,3
10.1103/PhysRevC.7.2476,m,0
10.1103/PhysRev.134.A1025,m,12
10.1103/PhysRevD.85.114510,m,10
10.1103/PhysRevE.91.033111,m,2
10.1103/PhysRev.91.1234,m,6
10.1103/PhysRevLett.66.1466,m,1
10.1103/PhysRevB.53.R5990,m,4
10.1103/PhysRevLett.59.2393,m,2
10.1103/PhysRevB.84.165112,m,8
10.1103/PhysRev.72.594,m,26
10.1103/PhysRevB.9.2150,m,58
10.1103/PhysRevD.14.2072,m,4
10.1103/PhysRevLett.43.543,m,0
10.1103/PhysRevA.94.042108,m,0
10.1103/PhysRevB.73.045432,m,100
10.1103/PhysRevLett.87.216101,m,7
10.1103/PhysRevB.20.2769,m,6
10.1103/PhysRevE.63.056612,m,0
10.1103/PhysRevB.14.1474,m,19
10.1103/PhysRevA.59.1253,m,5
10.1103/PhysRevD.65.065021,m,2
10.1103/PhysRevLett.90.233005,m,3
10.1103/PhysRev.50.1,m,46
10.1103/PhysRev.138.B251,m,64
10.1103/PhysRev.45.208,m,1
10.1103/PhysRevD.86.046010,m,3
10.1103/PhysRevD.66.105026,m,1
10.1103/PhysRevA.73.063806,m,13
10.1103/PhysRevLett.40.938,m,0
10.1103/PhysRev.131.203,m,5
