Paper,Gender,NumberOfCitations
10.1103/PhysRevB.79.075113,m,3
10.1103/PhysRevB.32.879,m,3
10.1103/PhysRevLett.109.120601,m,4
10.1103/PhysRevA.27.1,m,1
10.1103/PhysRevE.72.066102,f,1
10.1103/PhysRevB.46.14883,m,1
10.1103/PhysRevD.57.7130,m,3
10.1103/PhysRev.138.A1607,m,0
10.1103/PhysRevB.5.190,m,6
10.1103/PhysRevB.47.3415,f,4
10.1103/PhysRevD.59.048901,m,2
10.1103/PhysRevD.90.023505,m,6
10.1103/PhysRevB.74.172404,m,9
10.1103/PhysRevE.60.4950,m,8
10.1103/PhysRev.116.738,m,10
10.1103/PhysRevB.81.125318,m,394
10.1103/PhysRevD.9.1569,m,0
10.1103/PhysRev.20.18,f,2
10.1103/PhysRevA.42.1795,m,0
10.1103/PhysRevC.1.423,m,7
10.1103/PhysRevB.71.155332,m,3
10.1103/PhysRevB.23.4156,f,25
10.1103/PhysRevE.64.060102,m,6
10.1103/PhysRev.96.1453,m,3
10.1103/PhysRevA.6.1761,m,2
10.1103/PhysRevD.6.565,m,1
10.1103/PhysRevA.11.328,m,6
10.1103/PhysRevD.16.742,m,5
10.1103/PhysRevLett.94.083005,m,3
10.1103/PhysRevD.58.125008,m,0
10.1103/RevModPhys.71.S444,m,2
10.1103/PhysRevLett.102.106103,m,0
10.1103/PhysRevB.93.245128,m,0
10.1103/PhysRevA.37.2709,m,6
10.1103/PhysRevLett.22.265.2,m,5
10.1103/PhysRevD.94.085007,m,0
10.1103/PhysRevLett.77.2859,m,20
10.1103/PhysRev.76.764,m,1
10.1103/PhysRevD.76.063508,m,3
10.1103/PhysRevD.10.3937,m,2
10.1103/PhysRevB.7.5369,m,10
10.1103/PhysRevLett.25.321,m,3
10.1103/PhysRevC.19.2387,m,0
10.1103/PhysRevD.60.104042,m,17
10.1103/PhysRev.73.638.2,m,0
10.1103/PhysRev.118.886,m,8
10.1103/PhysRev.109.351,m,1
10.1103/PhysRev.67.193.2,m,0
10.1103/PhysRevLett.85.2006,m,26
10.1103/PhysRevA.93.063812,m,0
10.1103/PhysRevA.76.030307,m,5
10.1103/PhysRevLett.92.051101,m,15
10.1103/PhysRevE.69.056110,m,0
10.1103/PhysRevD.52.1019,m,2
10.1103/PhysRevA.72.012109,m,3
10.1103/PhysRevA.65.052504,m,1
10.1103/PhysRevB.56.6810,m,5
10.1103/PhysRevB.46.12573,m,63
10.1103/PhysRevA.72.052506,m,8
10.1103/PhysRevA.10.2336,m,2
10.1103/PhysRev.93.646.2,m,5
10.1103/PhysRevC.35.1328,m,1
10.1103/PhysRevE.85.066202,m,0
10.1103/PhysRevLett.26.796,m,3
10.1103/PhysRevA.85.030301,f,8
10.1103/PhysRevD.42.4209,m,3
10.1103/PhysRevB.25.7875,m,14
10.1103/PhysRev.97.355,m,15
10.1103/PhysRevE.91.022802,m,2
10.1103/PhysRevD.85.024040,m,5
10.1103/PhysRevB.44.7444,m,13
10.1103/PhysRevB.18.4535,m,3
10.1103/PhysRevLett.45.325,m,2
10.1103/PhysRevD.63.076002,m,4
10.1103/PhysRev.86.976,m,4
10.1103/PhysRevE.66.016109,m,0
10.1103/PhysRevB.39.6264,m,9
10.1103/PhysRevE.94.012115,f,0
10.1103/PhysRevB.71.184307,m,3
10.1103/PhysRevE.79.016307,m,4
10.1103/PhysRevE.65.046138,m,23
10.1103/PhysRevD.56.6433,m,7
10.1103/PhysRevD.93.126005,m,0
10.1103/PhysRevB.53.11064,m,26
10.1103/PhysRevA.39.2245,m,0
10.1103/PhysRevC.88.044001,m,7
10.1103/PhysRevD.93.073003,m,0
10.1103/PhysRevE.78.041114,m,10
10.1103/PhysRevD.36.975,m,14
10.1103/PhysRevD.64.034018,m,9
10.1103/PhysRevB.75.174407,m,12
10.1103/PhysRev.99.1835,m,6
10.1103/PhysRevA.84.013626,m,5
10.1103/PhysRevLett.28.1482,m,14
10.1103/PhysRevD.40.123,m,7
10.1103/PhysRev.128.1562,m,89
10.1103/PhysRevB.55.8086,m,18
10.1103/PhysRevD.88.027505,m,6
10.1103/PhysRev.126.1589,m,3
10.1103/PhysRevLett.20.432,m,4
10.1103/PhysRevD.5.2123,m,0
10.1103/PhysRevLett.60.784,f,29
10.1103/PhysRev.172.886,m,5
10.1103/PhysRevE.93.012111,m,1
10.1103/PhysRevLett.61.2054,m,16
10.1103/PhysRev.43.620,m,8
10.1103/RevModPhys.85.1083,m,46
10.1103/PhysRevD.65.067502,m,1
10.1103/PhysRevLett.75.763,m,8
10.1103/PhysRevD.64.046003,m,4
10.1103/PhysRev.57.334,m,1
10.1103/PhysRevC.48.165,m,51
10.1103/PhysRev.58.576,m,3
10.1103/PhysRevLett.81.3067,m,206
10.1103/PhysRevD.16.974,m,4
10.1103/PhysRevC.92.044003,f,1
10.1103/PhysRevB.17.549,m,6
10.1103/PhysRevE.88.052803,m,5
10.1103/PhysRevB.46.16171,m,4
10.1103/PhysRevE.79.031803,m,1
10.1103/PhysRevE.51.5422,m,9
10.1103/PhysRevD.65.064019,m,2
10.1103/PhysRevLett.111.100502,m,42
10.1103/PhysRev.28.1223,m,8
10.1103/PhysRev.136.A1181,m,0
10.1103/PhysRevD.50.2784,m,6
10.1103/PhysRevA.4.429,m,7
10.1103/PhysRevA.68.032303,m,0
10.1103/PhysRevE.72.056701,m,2
10.1103/PhysRev.44.866,m,10
10.1103/PhysRevA.80.064104,m,3
10.1103/PhysRevD.18.3639,m,5
10.1103/PhysRevLett.44.710,m,39
10.1103/PhysRevB.40.2752,m,17
10.1103/PhysRevD.74.104027,m,3
10.1103/PhysRevB.44.4644,f,4
10.1103/PhysRevLett.34.387,m,2
10.1103/PhysRevLett.108.269401,m,4
10.1103/PhysRevLett.63.840,m,26
10.1103/PhysRevD.58.094015,m,9
10.1103/PhysRevB.37.8027,m,5
10.1103/PhysRev.9.394,m,2
10.1103/PhysRevA.32.3266,m,18
10.1103/PhysRevB.59.4658,m,2
10.1103/PhysRevLett.108.105301,m,14
10.1103/PhysRevB.79.064409,m,4
10.1103/PhysRevE.55.6624,m,15
10.1103/PhysRevB.50.3761,m,6
10.1103/PhysRev.70.184,m,3
10.1103/PhysRevB.78.094410,m,8
10.1103/PhysRevLett.100.027207,m,1
10.1103/PhysRevA.35.4639,m,15
10.1103/PhysRevD.92.039903,m,3
10.1103/PhysRevB.78.224413,m,64
10.1103/PhysRevLett.42.294,m,0
10.1103/PhysRevE.54.5819,m,1
10.1103/RevModPhys.23.328,m,47
10.1103/PhysRevC.80.045210,m,10
10.1103/PhysRevA.33.1549,m,6
10.1103/PhysRevA.88.040101,m,20
10.1103/PhysRev.50.560,m,7
10.1103/PhysRevE.83.056325,m,0
10.1103/PhysRevD.29.235,m,20
10.1103/PhysRev.83.812,m,13
10.1103/PhysRevD.49.831,m,52
10.1103/PhysRev.57.336,m,1
10.1103/PhysRevE.58.6495,m,0
10.1103/PhysRevB.54.14930,m,15
10.1103/PhysRevB.90.195403,m,2
10.1103/PhysRev.158.1491,m,2
10.1103/PhysRevD.93.024014,m,0
10.1103/PhysRev.81.484,m,2
10.1103/PhysRevD.52.6316,m,0
10.1103/PhysRevC.89.035807,f,1
10.1103/PhysRevC.59.3465,m,0
10.1103/PhysRevD.64.123501,m,8
10.1103/PhysRevB.34.4031,m,6
10.1103/PhysRev.183.142,m,7
10.1103/PhysRevE.86.031912,m,1
10.1103/PhysRev.117.84,m,0
10.1103/PhysRevD.46.2522,m,1
10.1103/PhysRevD.61.034505,m,5
10.1103/PhysRevC.85.021303,f,15
10.1103/PhysRevA.4.7,m,10
10.1103/PhysRev.156.1129,m,11
10.1103/PhysRev.52.987,m,11
10.1103/PhysRevD.59.044022,m,5
10.1103/PhysRevE.84.031131,m,2
10.1103/PhysRevD.54.7483,m,17
10.1103/PhysRevA.67.032107,m,4
10.1103/PhysRevLett.77.259,m,3
10.1103/PhysRevD.62.023516,m,0
10.1103/PhysRevD.73.084005,m,0
10.1103/PhysRevB.89.121103,m,22
10.1103/PhysRevA.72.056101,m,1
10.1103/PhysRevLett.63.2189,m,17
10.1103/PhysRevE.71.031203,m,3
10.1103/PhysRevLett.108.071301,m,2
10.1103/PhysRevB.85.075310,m,2
10.1103/RevModPhys.36.820,m,0
10.1103/PhysRev.96.1075,m,1
10.1103/PhysRevD.72.124019,m,9
10.1103/PhysRevB.24.1099,m,0
10.1103/PhysRevB.23.3547,m,2
10.1103/PhysRevB.84.237301,m,0
10.1103/PhysRevA.21.1064,m,0
10.1103/PhysRevA.81.052312,m,4
10.1103/PhysRevE.62.R7563,m,5
10.1103/PhysRev.72.1116,m,8
10.1103/PhysRevB.73.245105,m,19
10.1103/PhysRevD.56.R6067,m,4
10.1103/PhysRevD.49.3791,f,24
10.1103/PhysRevLett.32.651,m,3
10.1103/PhysRevE.69.031910,m,1
10.1103/PhysRevD.51.2322,m,12
10.1103/PhysRevA.69.052112,m,3
10.1103/PhysRevLett.96.235702,m,8
10.1103/PhysRevE.59.4997,m,6
10.1103/PhysRevD.85.094026,m,6
10.1103/PhysRevB.36.6794,m,0
10.1103/PhysRevB.11.2049,m,11
10.1103/PhysRevD.13.1025,m,7
10.1103/PhysRevB.9.1762,m,2
10.1103/PhysRev.133.B1201,m,92
10.1103/PhysRevLett.103.077201,m,0
10.1103/PhysRevLett.22.1413.4,m,4
10.1103/PhysRevB.77.125302,m,2
10.1103/PhysRevB.70.212201,m,7
10.1103/PhysRevA.32.3084,m,29
10.1103/PhysRevB.10.3739,m,32
10.1103/PhysRevE.72.056139,m,2
10.1103/PhysRevD.42.1777,m,6
10.1103/PhysRevLett.48.823,m,35
10.1103/PhysRevC.77.017901,m,6
10.1103/PhysRevA.48.4102,m,3
10.1103/PhysRevB.61.13235,m,8
10.1103/PhysRevE.48.2422,f,1
10.1103/PhysRevD.50.1026,m,2
10.1103/PhysRevD.30.683,m,2
10.1103/PhysRevLett.13.693,m,19
10.1103/PhysRev.138.A99,m,4
10.1103/PhysRevB.73.180202,m,12
10.1103/PhysRevLett.66.2404,m,21
10.1103/PhysRevD.57.798,m,15
10.1103/PhysRevD.4.1567,m,0
10.1103/PhysRev.112.1722,m,17
10.1103/PhysRevA.34.3393,m,2
10.1103/PhysRevA.51.950,f,5
10.1103/PhysRevA.67.044101,m,0
10.1103/PhysRevB.47.8296,m,1
10.1103/PhysRevB.68.201303,m,15
10.1103/PhysRevLett.55.2923,m,64
10.1103/RevModPhys.38.669,m,6
10.1103/PhysRevD.76.114002,m,20
10.1103/PhysRevD.81.013006,m,10
10.1103/PhysRevD.86.095002,m,5
10.1103/PhysRev.137.B332,m,8
10.1103/PhysRevE.52.466,m,18
10.1103/PhysRev.108.1647,m,2
10.1103/PhysRevD.66.044003,m,2
10.1103/PhysRevA.8.1017,m,6
10.1103/PhysRevE.53.2076,m,0
10.1103/PhysRevB.57.13743,m,11
10.1103/PhysRev.38.747,m,17
10.1103/PhysRevE.67.016205,m,13
10.1103/PhysRev.38.1145,m,2
10.1103/PhysRevD.89.084059,m,0
10.1103/PhysRevD.25.1318,m,12
10.1103/PhysRevD.91.104019,m,4
10.1103/PhysRevA.67.013410,m,3
10.1103/PhysRevD.39.3587,m,0
10.1103/PhysRevA.68.033609,m,29
10.1103/PhysRevD.72.069902,m,1
10.1103/PhysRevLett.104.211102,m,17
10.1103/PhysRevD.73.063508,m,27
10.1103/PhysRevB.56.12183,m,6
10.1103/PhysRevD.17.1160,m,1
10.1103/PhysRevE.51.5462,m,0
10.1103/PhysRevLett.96.010404,m,119
10.1103/PhysRevB.44.11677,m,1
10.1103/PhysRevC.85.011901,m,1
10.1103/PhysRev.174.1559,m,268
10.1103/PhysRevA.69.022305,m,1
10.1103/PhysRevE.78.011916,m,4
10.1103/PhysRevE.69.011105,m,2
10.1103/PhysRevD.47.1842,m,10
10.1103/PhysRevD.70.104027,m,25
10.1103/PhysRevE.92.062818,m,2
10.1103/PhysRev.14.361,m,8
10.1103/PhysRev.171.54,m,12
10.1103/PhysRevD.71.123002,m,0
10.1103/PhysRevD.9.883,m,2
10.1103/PhysRevLett.19.345,m,3
10.1103/PhysRevLett.26.530,m,6
10.1103/PhysRevD.41.2536,m,0
10.1103/PhysRevLett.67.661,m,1209
10.1103/PhysRevB.73.035309,m,15
10.1103/PhysRevE.60.1940,m,0
10.1103/PhysRevD.79.063009,m,4
10.1103/PhysRevE.72.066125,m,4
10.1103/PhysRevB.58.1,f,8
10.1103/PhysRevD.65.044017,m,11
10.1103/PhysRevB.3.1034,m,1
10.1103/PhysRev.129.1866,m,26
10.1103/PhysRev.150.836,m,6
10.1103/PhysRev.81.702,m,17
10.1103/PhysRevD.79.103532,f,17
10.1103/PhysRevB.11.4350,m,17
10.1103/PhysRevLett.97.201601,m,9
10.1103/PhysRevD.91.044009,m,0
10.1103/PhysRevB.52.4788,m,19
10.1103/PhysRevD.45.2945,m,4
10.1103/PhysRevA.63.042503,m,29
10.1103/PhysRev.145.434,f,30
10.1103/PhysRev.69.78,f,1
10.1103/PhysRevB.79.205202,m,2
10.1103/PhysRev.125.1116,m,6
10.1103/PhysRevLett.50.467,m,0
10.1103/PhysRevB.35.4205,m,7
10.1103/PhysRevD.5.66,m,0
10.1103/PhysRev.48.620,m,2
10.1103/PhysRevA.71.062105,m,4
10.1103/PhysRevLett.108.055505,m,11
10.1103/PhysRevLett.63.2540.2,m,0
10.1103/PhysRev.130.2580,m,19
10.1103/PhysRev.32.791,m,2
10.1103/PhysRevE.79.036210,m,1
10.1103/PhysRevB.26.5480,m,2
10.1103/PhysRevLett.1.24,m,8
10.1103/PhysRevA.52.2468,f,3
10.1103/PhysRevE.91.032147,m,0
10.1103/PhysRevE.81.046701,m,1
10.1103/PhysRevLett.78.110,m,0
10.1103/PhysRevLett.83.3990,m,7
10.1103/PhysRev.19.354,m,1
10.1103/PhysRevE.62.2846,m,9
10.1103/PhysRevE.54.2610,m,1
10.1103/PhysRevE.77.066704,f,2
10.1103/PhysRevD.67.062003,m,7
10.1103/PhysRevD.77.044016,m,41
10.1103/PhysRev.172.284,m,2
10.1103/PhysRevD.80.126007,m,0
10.1103/PhysRevD.73.045012,m,3
10.1103/PhysRevE.58.1543,m,9
10.1103/PhysRev.35.925,m,36
10.1103/PhysRev.131.73,m,8
10.1103/PhysRev.37.532,m,7
10.1103/PhysRev.72.298,m,3
10.1103/PhysRevA.76.040502,m,47
10.1103/PhysRevLett.110.118902,m,6
10.1103/PhysRevA.74.042322,m,4
10.1103/PhysRevLett.111.100403,m,0
10.1103/PhysRevLett.79.2927,m,2
10.1103/PhysRevC.56.3320,m,0
10.1103/PhysRevB.74.113405,m,0
10.1103/PhysRevA.63.022506,m,3
10.1103/PhysRev.115.911,f,0
10.1103/PhysRev.107.1222,m,8
10.1103/RevModPhys.22.36,m,12
10.1103/PhysRev.85.852,m,42
10.1103/PhysRevLett.59.2380,m,13
10.1103/PhysRev.11.376,f,7
10.1103/PhysRevB.80.174115,m,2
10.1103/PhysRevLett.75.2436,m,12
10.1103/PhysRev.103.481,m,2
10.1103/PhysRevB.46.8505,m,4
10.1103/PhysRevSeriesI.24.93,m,2
10.1103/PhysRevD.77.094020,m,3
10.1103/PhysRevLett.62.1037,m,12
10.1103/PhysRevD.58.084016,m,3
10.1103/PhysRevD.67.085023,m,0
10.1103/PhysRevD.1.890,m,2
10.1103/PhysRevB.64.165405,m,1
10.1103/PhysRevB.76.212505,m,0
10.1103/PhysRevC.55.972,m,0
10.1103/PhysRevD.47.5247,m,22
10.1103/PhysRevA.73.034102,m,14
10.1103/PhysRevD.85.103505,f,3
10.1103/PhysRevA.81.044104,m,0
10.1103/PhysRevD.84.127501,m,1
10.1103/PhysRevD.29.580,m,71
10.1103/PhysRevB.45.3516,m,1
10.1103/PhysRevD.48.2947,m,6
10.1103/PhysRevA.79.057401,m,1
10.1103/PhysRevLett.4.568,m,0
10.1103/PhysRevD.67.128701,m,7
10.1103/PhysRevB.22.1464,m,0
10.1103/RevModPhys.4.87,m,103
10.1103/PhysRevB.11.1144,m,2
10.1103/PhysRev.41.516,m,2
10.1103/PhysRevD.93.129901,m,0
10.1103/PhysRevC.6.2177,f,4
10.1103/PhysRevD.39.1674,m,0
10.1103/PhysRevB.36.1186,f,2
10.1103/PhysRevD.82.043519,m,2
10.1103/PhysRevB.47.14011,m,5
10.1103/PhysRev.43.992,m,7
10.1103/PhysRev.170.679,f,7
10.1103/PhysRevD.23.1815,m,18
10.1103/RevModPhys.61.981,m,17
10.1103/PhysRevD.4.2137,m,1
10.1103/PhysRevD.66.097301,f,2
10.1103/PhysRev.158.1243,m,2
10.1103/PhysRevB.42.570,m,41
10.1103/PhysRevD.92.126013,m,2
10.1103/PhysRevLett.93.251101,m,19
10.1103/PhysRev.128.556,m,4
10.1103/PhysRevC.90.064002,m,4
10.1103/PhysRevB.12.4443,m,18
10.1103/PhysRevA.74.042302,m,0
10.1103/PhysRevA.35.2342,m,14
10.1103/PhysRevA.62.053401,m,0
10.1103/PhysRevD.50.5087,m,0
10.1103/PhysRevB.26.3433,m,2
10.1103/PhysRevE.83.046122,m,0
10.1103/PhysRevB.94.014202,m,0
10.1103/PhysRev.97.172,m,0
10.1103/PhysRev.164.1991,m,2
10.1103/PhysRevD.80.064028,m,10
10.1103/PhysRevD.57.7027,m,14
10.1103/PhysRev.32.824,m,2
10.1103/PhysRevA.27.2277,m,17
10.1103/PhysRevLett.12.279,m,6
10.1103/PhysRevA.81.013807,m,0
10.1103/PhysRev.181.1020,m,16
10.1103/PhysRevD.53.3445,m,11
10.1103/PhysRev.104.1136,m,5
10.1103/PhysRevD.68.033008,m,0
10.1103/PhysRevLett.90.180601,m,6
10.1103/PhysRevB.45.12632,m,16
10.1103/PhysRevLett.98.259001,m,1
10.1103/PhysRevA.28.350,m,6
10.1103/PhysRevA.29.2774,m,1
10.1103/PhysRevE.89.032407,m,1
10.1103/PhysRevB.34.1287,m,1
10.1103/PhysRevB.55.1435,m,29
10.1103/PhysRev.45.428,f,18
10.1103/PhysRevB.84.132106,m,0
10.1103/PhysRevLett.99.206404,m,28
10.1103/PhysRevB.12.1971,m,0
10.1103/PhysRevLett.114.050001,f,1
10.1103/PhysRevB.94.064517,m,0
10.1103/RevModPhys.3.258,m,1
10.1103/PhysRev.123.2001,m,2
10.1103/PhysRevA.63.022104,m,17
10.1103/PhysRevLett.67.3732.2,m,6
10.1103/PhysRevD.8.3576,m,2
10.1103/PhysRevE.88.042811,m,2
10.1103/PhysRev.33.659,m,2
10.1103/PhysRev.54.126,m,4
10.1103/PhysRevA.79.063831,m,1
10.1103/PhysRevB.18.3692,m,0
10.1103/PhysRevB.72.081404,m,2
10.1103/PhysRev.185.1962,m,0
10.1103/PhysRevLett.107.176801,m,11
10.1103/RevModPhys.58.519,m,65
10.1103/PhysRevC.21.1642,m,1
10.1103/PhysRevC.33.2039,m,324
10.1103/PhysRevD.87.065006,m,1
10.1103/PhysRevC.63.024618,m,2
10.1103/PhysRev.75.1108,m,2
10.1103/PhysRevE.79.021124,m,1
10.1103/PhysRevB.46.8268,m,17
10.1103/PhysRevD.27.1657,m,3
10.1103/PhysRev.56.1062,m,5
10.1103/PhysRevA.49.1473,m,191
10.1103/PhysRevB.48.6136,m,22
10.1103/PhysRevB.30.4422,m,2
10.1103/PhysRevD.75.124015,m,2
10.1103/PhysRev.34.954,m,15
10.1103/PhysRevD.24.800,m,1
10.1103/PhysRev.95.754,m,6
10.1103/PhysRevA.66.014302,m,4
10.1103/PhysRevB.74.205101,m,3
10.1103/PhysRevC.27.976,m,0
10.1103/PhysRevE.91.022104,f,1
10.1103/PhysRevE.56.1124,m,0
10.1103/PhysRevD.61.114024,m,6
10.1103/PhysRevA.23.2622,m,12
10.1103/PhysRevA.81.053836,m,9
10.1103/PhysRevD.85.014030,m,13
10.1103/PhysRev.158.764,m,12
10.1103/PhysRevE.89.062105,m,0
10.1103/PhysRevB.58.10378,m,5
10.1103/PhysRevB.35.352,m,11
10.1103/PhysRevD.74.104029,m,2
10.1103/PhysRevC.37.2802,m,10
10.1103/PhysRevE.67.056705,m,1
10.1103/PhysRev.128.1554,m,11
10.1103/RevModPhys.35.646,m,0
10.1103/PhysRevE.93.039901,m,2
10.1103/PhysRevB.53.12577,m,6
10.1103/PhysRevA.44.2949,m,3
10.1103/PhysRevD.30.1461,m,8
10.1103/RevModPhys.41.236,m,43
10.1103/PhysRev.130.2506,m,0
10.1103/PhysRevB.81.014515,m,0
10.1103/PhysRevLett.60.2235,m,5
10.1103/RevModPhys.17.245,m,16
10.1103/PhysRev.178.430,m,0
10.1103/PhysRev.155.943,m,0
10.1103/PhysRevE.94.042803,m,0
10.1103/PhysRev.88.1411,f,2
10.1103/RevModPhys.60.69,m,111
10.1103/PhysRevD.27.1391,m,0
10.1103/PhysRevA.32.1208,m,3
10.1103/PhysRevLett.48.484,m,3
10.1103/PhysRev.123.538,m,12
10.1103/PhysRev.77.794,m,8
10.1103/PhysRev.88.952,m,2
10.1103/PhysRevLett.72.2013,f,8
10.1103/PhysRevB.38.1994,m,31
10.1103/PhysRevD.90.024041,m,4
10.1103/PhysRevB.83.054417,m,2
10.1103/PhysRevB.55.8821,m,2
10.1103/PhysRevB.38.9099,m,0
10.1103/PhysRevA.64.012703,m,3
10.1103/PhysRevB.81.165412,m,20
10.1103/PhysRev.71.181,m,0
10.1103/PhysRev.89.1298,m,0
10.1103/PhysRevD.55.3793,m,0
10.1103/PhysRevD.32.821,m,1
10.1103/PhysRevLett.114.058902,m,0
10.1103/PhysRevB.28.7353.3,m,0
10.1103/PhysRevA.90.032514,m,0
10.1103/PhysRev.110.992,m,0
10.1103/PhysRevLett.71.2058,m,16
10.1103/PhysRevLett.81.3299,m,0
10.1103/PhysRevB.70.125405,m,10
10.1103/PhysRevA.78.013841,m,0
10.1103/PhysRevLett.90.028302,m,9
10.1103/PhysRevA.46.7480,m,3
10.1103/PhysRevB.83.035113,m,16
10.1103/PhysRevLett.98.216401,m,38
10.1103/PhysRevD.40.3319,m,0
10.1103/PhysRevC.85.014911,m,53
10.1103/PhysRevB.3.2476,m,3
10.1103/PhysRevE.53.1362,f,3
10.1103/PhysRevLett.14.513,m,8
10.1103/PhysRevE.61.1783,m,7
10.1103/PhysRevA.50.34,m,3
10.1103/PhysRev.96.255,m,0
10.1103/PhysRevLett.69.2693,m,0
10.1103/PhysRevD.62.014505,m,32
10.1103/PhysRevD.81.063503,m,7
10.1103/PhysRevE.68.021103,m,0
10.1103/PhysRev.51.995.3,m,2
10.1103/PhysRev.73.775,m,18
10.1103/PhysRevD.86.103530,m,0
10.1103/PhysRevLett.37.1071,m,18
10.1103/PhysRevD.58.096010,m,86
10.1103/PhysRev.170.1440,m,3
10.1103/PhysRevD.91.024017,m,2
10.1103/PhysRev.70.771,m,12
10.1103/PhysRevA.81.012103,m,16
10.1103/PhysRev.68.78,m,34
10.1103/PhysRevA.13.99,m,19
10.1103/PhysRevLett.85.206,m,1
10.1103/PhysRevD.59.113011,m,16
10.1103/PhysRev.147.1038,m,0
10.1103/PhysRevE.91.022139,m,0
10.1103/PhysRevB.71.085303,m,2
10.1103/PhysRevC.56.2041,m,53
10.1103/PhysRev.95.1628,m,277
10.1103/PhysRevA.80.012708,m,3
10.1103/PhysRev.165.556,m,3
10.1103/PhysRevD.89.066003,m,4
10.1103/PhysRevD.78.074504,m,9
10.1103/PhysRevB.61.R842,m,6
10.1103/PhysRev.127.570,m,1
10.1103/PhysRev.38.1490,m,10
10.1103/PhysRevLett.104.059705,m,2
10.1103/PhysRev.140.B1110,m,50
10.1103/PhysRevD.39.1795,m,1
10.1103/PhysRev.38.712,m,3
10.1103/PhysRevC.9.2289,m,3
10.1103/PhysRevC.10.2616,m,1
10.1103/PhysRevLett.86.1366,m,52
10.1103/PhysRev.139.A388,m,1
10.1103/PhysRevLett.87.180601,m,75
10.1103/PhysRevE.66.051109,m,2
10.1103/PhysRevLett.84.2108,m,9
10.1103/PhysRev.181.1228,m,5
10.1103/PhysRevD.69.014508,m,1
10.1103/PhysRevB.75.035130,m,5
10.1103/PhysRevA.36.4411,m,5
10.1103/PhysRev.40.484,m,10
10.1103/PhysRevA.70.010302,m,11
10.1103/PhysRevD.29.2993,m,2
10.1103/PhysRevA.83.062122,m,1
10.1103/PhysRev.152.261,m,5
10.1103/PhysRevLett.65.251,m,26
10.1103/PhysRevA.45.4277,m,9
10.1103/PhysRev.34.431,m,1
10.1103/PhysRevD.27.470,m,1
10.1103/PhysRevLett.65.713,m,10
10.1103/PhysRev.123.1634,m,7
10.1103/PhysRev.99.1248,m,0
10.1103/PhysRevA.32.3709,m,4
10.1103/PhysRev.122.1043,m,17
10.1103/PhysRevLett.110.015004,m,0
10.1103/PhysRevE.94.023003,m,0
10.1103/PhysRev.93.1082,m,7
10.1103/PhysRevD.80.086006,m,1
10.1103/PhysRevB.5.4030,m,2
10.1103/PhysRevD.84.063525,m,1
10.1103/PhysRevB.50.7295,m,8
10.1103/PhysRevA.36.4845,f,2
10.1103/PhysRevC.22.2151,m,2
10.1103/PhysRevB.22.3107,f,4
10.1103/PhysRevE.55.1422,m,12
10.1103/PhysRev.141.716,m,24
10.1103/PhysRevB.64.024505,m,21
10.1103/PhysRevD.87.085015,m,4
10.1103/PhysRev.133.B920,m,3
10.1103/PhysRevA.89.062328,m,0
10.1103/PhysRevD.51.2863,m,1
10.1103/PhysRevA.52.3468,m,0
10.1103/PhysRevD.84.063503,m,3
10.1103/PhysRevD.27.300,f,4
10.1103/PhysRevB.70.201309,m,65
10.1103/PhysRevLett.42.497,m,13
10.1103/PhysRevB.49.2536,f,4
10.1103/PhysRevLett.54.2203,m,0
10.1103/PhysRev.132.2305,m,5
10.1103/PhysRev.85.410,m,20
10.1103/RevModPhys.11.65,m,7
10.1103/PhysRevLett.83.4971,f,82
10.1103/PhysRevLett.38.1075,f,3
10.1103/PhysRevD.89.064021,m,0
10.1103/PhysRev.137.A1295,m,0
10.1103/PhysRevE.68.011503,m,0
10.1103/PhysRev.68.198,m,1
10.1103/PhysRevD.77.021701,m,4
10.1103/PhysRevD.72.024005,m,1
10.1103/PhysRevB.43.5788,m,16
10.1103/PhysRevA.60.1725,m,0
10.1103/PhysRev.161.1523,m,0
10.1103/PhysRev.53.287,m,0
10.1103/PhysRevLett.113.081302,m,8
10.1103/PhysRevE.49.R997,m,7
10.1103/PhysRevLett.101.120603,m,100
10.1103/PhysRevC.81.044911,m,0
10.1103/PhysRev.139.A357,m,31
10.1103/PhysRevB.21.2630,m,119
10.1103/PhysRevLett.111.185701,m,0
10.1103/PhysRevD.89.063521,m,0
10.1103/PhysRevA.94.022334,m,0
10.1103/PhysRevSeriesI.31.216,m,3
10.1103/PhysRevD.50.2425,m,0
10.1103/PhysRevC.92.045808,m,2
10.1103/PhysRev.14.1,m,2
10.1103/PhysRevLett.41.135,m,1
10.1103/PhysRevE.89.012142,m,8
10.1103/PhysRevE.60.504,m,3
10.1103/PhysRevB.38.802,m,1
10.1103/PhysRev.119.2098.4,m,2
10.1103/PhysRevD.67.073015,f,28
10.1103/PhysRevLett.101.160001,m,1
10.1103/PhysRev.108.460,m,1
10.1103/PhysRevC.79.054906,m,20
10.1103/PhysRevD.5.922,m,2
10.1103/PhysRevB.61.4473,m,0
10.1103/PhysRevD.92.084047,m,2
10.1103/PhysRev.50.110,m,9
10.1103/PhysRevLett.16.127,m,4
10.1103/PhysRevE.85.040401,m,2
10.1103/PhysRevLett.62.1811,m,2
10.1103/PhysRevE.76.046701,m,1
10.1103/PhysRevD.46.4749,m,8
10.1103/PhysRevD.89.125022,m,0
10.1103/PhysRev.89.320.2,m,4
10.1103/PhysRevD.89.095027,f,5
